"Method","variable","logscore"
"MCMC","yLogScore",-3.32827438600305
"VB-BPF","yLogScore",-1.94293037220825
"MCMC","yLogScore",-0.600305183902835
"VB-BPF","yLogScore",-0.840992153091065
"MCMC","yLogScore",-1.0619920142024
"VB-BPF","yLogScore",-0.936970550051547
"MCMC","yLogScore",-0.689527139906152
"VB-BPF","yLogScore",-0.872589233100462
"MCMC","yLogScore",-2.38316041077008
"VB-BPF","yLogScore",-1.48786171642697
"MCMC","yLogScore",-4.62676409891709
"VB-BPF","yLogScore",-2.15896647299779
"MCMC","yLogScore",-5.88655894816302
"VB-BPF","yLogScore",-2.35641650060113
"MCMC","yLogScore",-3.17023627091164
"VB-BPF","yLogScore",-1.63491400858708
"MCMC","yLogScore",-0.162442424950095
"VB-BPF","yLogScore",-0.687507887215031
"MCMC","yLogScore",0.123050753146738
"VB-BPF","yLogScore",-0.580454553842788
"MCMC","yLogScore",-2.64140351646982
"VB-BPF","yLogScore",-1.27801079852484
"MCMC","yLogScore",-0.329569173648131
"VB-BPF","yLogScore",-0.720435843496396
"MCMC","yLogScore",-0.257891745954137
"VB-BPF","yLogScore",-0.754546514248827
"MCMC","yLogScore",-0.23521822870436
"VB-BPF","yLogScore",-0.72834611462724
"MCMC","yLogScore",-1.84060442346392
"VB-BPF","yLogScore",-1.27727999020044
"MCMC","yLogScore",-1.61435245536374
"VB-BPF","yLogScore",-1.08111769484347
"MCMC","yLogScore",-0.0133774172845838
"VB-BPF","yLogScore",-0.600882360738955
"MCMC","yLogScore",-1.83385815847222
"VB-BPF","yLogScore",-1.32987051869089
"MCMC","yLogScore",-0.218970139496216
"VB-BPF","yLogScore",-0.70871086413625
"MCMC","yLogScore",-0.284843933938096
"VB-BPF","yLogScore",-0.728040544275621
"MCMC","yLogScore",-0.463701162179463
"VB-BPF","yLogScore",-0.755901501587713
"MCMC","yLogScore",-2.19042998398308
"VB-BPF","yLogScore",-1.27190210602321
"MCMC","yLogScore",-0.509729007199632
"VB-BPF","yLogScore",-0.811205300117312
"MCMC","yLogScore",-2.1311042208928
"VB-BPF","yLogScore",-1.24182107604154
"MCMC","yLogScore",-1.98131404270248
"VB-BPF","yLogScore",-1.31887157153845
"MCMC","yLogScore",-7.29265713216496
"VB-BPF","yLogScore",-2.86112294572276
"MCMC","yLogScore",-0.557590766288394
"VB-BPF","yLogScore",-0.823916230700163
"MCMC","yLogScore",-0.240902961037867
"VB-BPF","yLogScore",-0.714629108394006
"MCMC","yLogScore",-6.78510861463811
"VB-BPF","yLogScore",-2.712007126974
"MCMC","yLogScore",-0.0983665120895529
"VB-BPF","yLogScore",-0.667151363648849
"MCMC","yLogScore",-0.195909318786229
"VB-BPF","yLogScore",-0.770030645453327
"MCMC","yLogScore",-1.18638805321205
"VB-BPF","yLogScore",-1.07617928997832
"MCMC","yLogScore",-0.329518145578299
"VB-BPF","yLogScore",-0.754922230162197
"MCMC","yLogScore",-1.06554287613696
"VB-BPF","yLogScore",-0.982992720628207
"MCMC","yLogScore",-2.52932571731507
"VB-BPF","yLogScore",-1.56577104800396
"MCMC","yLogScore",-0.360068926090811
"VB-BPF","yLogScore",-0.720288041770317
"MCMC","yLogScore",-0.855276148284292
"VB-BPF","yLogScore",-0.903191697512443
"MCMC","yLogScore",-0.185871644061865
"VB-BPF","yLogScore",-0.710070971180663
"MCMC","yLogScore",-0.977215535034418
"VB-BPF","yLogScore",-0.941069103598448
"MCMC","yLogScore",-1.01439678772105
"VB-BPF","yLogScore",-0.952608349035528
"MCMC","yLogScore",-1.08654990365945
"VB-BPF","yLogScore",-0.998252206186339
"MCMC","yLogScore",-2.24046675527721
"VB-BPF","yLogScore",-1.36206706618791
"MCMC","yLogScore",-0.244056130898531
"VB-BPF","yLogScore",-0.731949307411204
"MCMC","yLogScore",-0.704988273994431
"VB-BPF","yLogScore",-0.83823846235271
"MCMC","yLogScore",-1.33043756411878
"VB-BPF","yLogScore",-1.06872694721927
"MCMC","yLogScore",-2.45670240549448
"VB-BPF","yLogScore",-1.42564158769855
"MCMC","yLogScore",-0.820228054827922
"VB-BPF","yLogScore",-0.843748700989935
"MCMC","yLogScore",-0.233659254509307
"VB-BPF","yLogScore",-0.743285057258168
"MCMC","yLogScore",-0.878844433770109
"VB-BPF","yLogScore",-0.915008020769137
"MCMC","yLogScore",-0.685199305813691
"VB-BPF","yLogScore",-0.795016905402504
"MCMC","yLogScore",-12.5902148086267
"VB-BPF","yLogScore",-4.22650654031583
"MCMC","yLogScore",-0.4202393892486
"VB-BPF","yLogScore",-0.78907719928964
"MCMC","yLogScore",-2.52511674808594
"VB-BPF","yLogScore",-1.6220124687845
"MCMC","yLogScore",-0.264227896648825
"VB-BPF","yLogScore",-0.709230338999889
"MCMC","yLogScore",-0.629732925933021
"VB-BPF","yLogScore",-0.851085769369399
"MCMC","yLogScore",-4.17514437182164
"VB-BPF","yLogScore",-1.86079058374888
"MCMC","yLogScore",-1.09484429182489
"VB-BPF","yLogScore",-1.01254172238603
"MCMC","yLogScore",-0.698149583168038
"VB-BPF","yLogScore",-0.882142652553839
"MCMC","yLogScore",-3.56572556034919
"VB-BPF","yLogScore",-1.71838720806217
"MCMC","yLogScore",-0.105269699496776
"VB-BPF","yLogScore",-0.663236381366683
"MCMC","yLogScore",-0.288121751139552
"VB-BPF","yLogScore",-0.725925631096832
"MCMC","yLogScore",-0.252767015149711
"VB-BPF","yLogScore",-0.709771618418252
"MCMC","yLogScore",-1.8831867543912
"VB-BPF","yLogScore",-1.26299647165631
"MCMC","yLogScore",-3.5617282404943
"VB-BPF","yLogScore",-1.8349664816493
"MCMC","yLogScore",-0.104081075273761
"VB-BPF","yLogScore",-0.706252290516223
"MCMC","yLogScore",-2.86247245003269
"VB-BPF","yLogScore",-1.56183022471536
"MCMC","yLogScore",-0.0693840070483806
"VB-BPF","yLogScore",-0.700230392040699
"MCMC","yLogScore",-0.841925774327008
"VB-BPF","yLogScore",-0.887886259925985
"MCMC","yLogScore",-14.1309221950983
"VB-BPF","yLogScore",-4.8862669132401
"MCMC","yLogScore",-1.11753909408138
"VB-BPF","yLogScore",-1.01081258673402
"MCMC","yLogScore",-1.8319062161764
"VB-BPF","yLogScore",-1.20539486810138
"MCMC","yLogScore",-0.11154618446138
"VB-BPF","yLogScore",-0.655714445393296
"MCMC","yLogScore",-0.169085295706422
"VB-BPF","yLogScore",-0.656589559094572
"MCMC","yLogScore",-1.12021641490174
"VB-BPF","yLogScore",-1.02133870116001
"MCMC","yLogScore",-0.336959053961852
"VB-BPF","yLogScore",-0.737502921641109
"MCMC","yLogScore",-2.5319777757838
"VB-BPF","yLogScore",-1.56522522500846
"MCMC","yLogScore",-5.21853593744855
"VB-BPF","yLogScore",-2.1186234981736
"MCMC","yLogScore",-0.593088111954041
"VB-BPF","yLogScore",-0.811973384742549
"MCMC","yLogScore",-0.353424336026276
"VB-BPF","yLogScore",-0.791352366453799
"MCMC","yLogScore",-0.111030621914869
"VB-BPF","yLogScore",-0.687824282799121
"MCMC","yLogScore",-4.6363057691689
"VB-BPF","yLogScore",-2.37038016047068
"MCMC","yLogScore",-1.13090028566379
"VB-BPF","yLogScore",-1.02790067121078
"MCMC","yLogScore",-0.202183856468303
"VB-BPF","yLogScore",-0.709766009865417
"MCMC","yLogScore",-0.55874199846738
"VB-BPF","yLogScore",-0.793082123119754
"MCMC","yLogScore",-0.498469629410391
"VB-BPF","yLogScore",-0.834209303181561
"MCMC","yLogScore",-0.0659157299787686
"VB-BPF","yLogScore",-0.644859606310108
"MCMC","yLogScore",-0.109181968310433
"VB-BPF","yLogScore",-0.642334749859897
"MCMC","yLogScore",-0.1516678228483
"VB-BPF","yLogScore",-0.724207463571338
"MCMC","yLogScore",-0.225244282824409
"VB-BPF","yLogScore",-0.692112305441147
"MCMC","yLogScore",-1.90931316150253
"VB-BPF","yLogScore",-1.27858025177783
"MCMC","yLogScore",-0.790189866190255
"VB-BPF","yLogScore",-0.883582468900793
"MCMC","yLogScore",-1.78858180653315
"VB-BPF","yLogScore",-1.15153408331276
"MCMC","yLogScore",-0.907675817089966
"VB-BPF","yLogScore",-0.941295600474621
"MCMC","yLogScore",-0.25683138131381
"VB-BPF","yLogScore",-0.727497422848002
"MCMC","yLogScore",-1.53323242261934
"VB-BPF","yLogScore",-1.12135530537361
"MCMC","yLogScore",-0.805715866386566
"VB-BPF","yLogScore",-0.943187808621688
"MCMC","yLogScore",-0.621628785382503
"VB-BPF","yLogScore",-0.876090228667402
"MCMC","yLogScore",-0.751843748910464
"VB-BPF","yLogScore",-0.889169771681735
"MCMC","yLogScore",-1.01185013333003
"VB-BPF","yLogScore",-0.935659120711188
"MCMC","yLogScore",-2.70409232193669
"VB-BPF","yLogScore",-1.50178497795406
"MCMC","yLogScore",-0.100228713136463
"VB-BPF","yLogScore",-0.617612111474486
"MCMC","yLogScore",0.00935294333043656
"VB-BPF","yLogScore",-0.680390179623562
"MCMC","yLogScore",-0.700371021134998
"VB-BPF","yLogScore",-0.827111871241969
"MCMC","yLogScore",-1.91345074275796
"VB-BPF","yLogScore",-1.29991723612386
"MCMC","yLogScore",-0.107055514403294
"VB-BPF","yLogScore",-0.704976287899659
"MCMC","yLogScore",-0.687384625402864
"VB-BPF","yLogScore",-0.846040309891793
"MCMC","yLogScore",-0.147808501816069
"VB-BPF","yLogScore",-0.689874878394563
"MCMC","yLogScore",-0.0781728647157685
"VB-BPF","yLogScore",-0.663455089236825
"MCMC","yLogScore",-0.654711998992823
"VB-BPF","yLogScore",-0.834552216069833
"MCMC","yLogScore",-1.06432014077614
"VB-BPF","yLogScore",-0.923268577125582
"MCMC","yLogScore",-0.0506287351034739
"VB-BPF","yLogScore",-0.631346383871472
"MCMC","yLogScore",-1.09843963184401
"VB-BPF","yLogScore",-1.01672083791722
"MCMC","yLogScore",-0.589501012129511
"VB-BPF","yLogScore",-0.828890412901267
"MCMC","yLogScore",-2.64488973042019
"VB-BPF","yLogScore",-1.48632644449513
"MCMC","yLogScore",-0.317149988819417
"VB-BPF","yLogScore",-0.746786044624921
"MCMC","yLogScore",-2.38274107356962
"VB-BPF","yLogScore",-1.49794429589132
"MCMC","yLogScore",-0.165404915298742
"VB-BPF","yLogScore",-0.670039500015264
"MCMC","yLogScore",-3.53264354589137
"VB-BPF","yLogScore",-1.76865933740382
"MCMC","yLogScore",-0.0107582424969057
"VB-BPF","yLogScore",-0.626040258617868
"MCMC","yLogScore",-1.49627840583043
"VB-BPF","yLogScore",-1.08436818747145
"MCMC","yLogScore",-0.385731029989314
"VB-BPF","yLogScore",-0.757139520782005
"MCMC","yLogScore",-0.80072034899777
"VB-BPF","yLogScore",-0.872567580574934
"MCMC","yLogScore",-5.78889608459075
"VB-BPF","yLogScore",-2.68582011199279
"MCMC","yLogScore",-0.598717996448011
"VB-BPF","yLogScore",-0.823891007238992
"MCMC","yLogScore",-1.90747976920322
"VB-BPF","yLogScore",-1.26609143625121
"MCMC","yLogScore",-4.95023793556014
"VB-BPF","yLogScore",-1.73309431616411
"MCMC","yLogScore",-3.43587244456765
"VB-BPF","yLogScore",-1.65424574873453
"MCMC","yLogScore",-0.846957302946805
"VB-BPF","yLogScore",-0.933460121246265
"MCMC","yLogScore",-0.0681224712423432
"VB-BPF","yLogScore",-0.643154147362132
"MCMC","yLogScore",-4.13840282458329
"VB-BPF","yLogScore",-2.02141603403336
"MCMC","yLogScore",-0.0936716995096962
"VB-BPF","yLogScore",-0.66973948009689
"MCMC","yLogScore",-0.237979514739524
"VB-BPF","yLogScore",-0.680061269049595
"MCMC","yLogScore",-4.62546240364609
"VB-BPF","yLogScore",-2.29804878775667
"MCMC","yLogScore",-2.64484614242884
"VB-BPF","yLogScore",-1.53170566186091
"MCMC","yLogScore",-3.64388557078663
"VB-BPF","yLogScore",-1.69958445590586
"MCMC","yLogScore",-0.266002711026298
"VB-BPF","yLogScore",-0.704082954544087
"MCMC","yLogScore",-0.286944340740174
"VB-BPF","yLogScore",-0.707810607699579
"MCMC","yLogScore",-2.22420676604333
"VB-BPF","yLogScore",-1.36924470700324
"MCMC","yLogScore",-0.136847392774697
"VB-BPF","yLogScore",-0.705938725500725
"MCMC","yLogScore",-2.60162950691636
"VB-BPF","yLogScore",-1.48564711761562
"MCMC","yLogScore",-0.871726956219645
"VB-BPF","yLogScore",-0.9469021979424
"MCMC","yLogScore",-0.0418865530970266
"VB-BPF","yLogScore",-0.639641955482164
"MCMC","yLogScore",-0.324083524230865
"VB-BPF","yLogScore",-0.703223307649157
"MCMC","yLogScore",-1.0360512319413
"VB-BPF","yLogScore",-1.00589975381907
"MCMC","yLogScore",-0.169609077369111
"VB-BPF","yLogScore",-0.685867704572221
"MCMC","yLogScore",-5.037124781159
"VB-BPF","yLogScore",-2.49045989685237
"MCMC","yLogScore",-1.14957990930265
"VB-BPF","yLogScore",-1.05455550853918
"MCMC","yLogScore",-0.36898035226843
"VB-BPF","yLogScore",-0.759864678205623
"MCMC","yLogScore",-0.16058660282396
"VB-BPF","yLogScore",-0.75566362623577
"MCMC","yLogScore",-1.1503098279225
"VB-BPF","yLogScore",-1.0390749813822
"MCMC","yLogScore",-2.91152375770782
"VB-BPF","yLogScore",-1.42840205749545
"MCMC","yLogScore",-0.761498346060953
"VB-BPF","yLogScore",-0.834157232224416
"MCMC","yLogScore",-0.387583236320834
"VB-BPF","yLogScore",-0.7308321003873
"MCMC","yLogScore",-6.38048418077871
"VB-BPF","yLogScore",-2.94301836405818
"MCMC","yLogScore",-2.87282093071298
"VB-BPF","yLogScore",-1.68405296632589
"MCMC","yLogScore",-3.69096431605616
"VB-BPF","yLogScore",-1.80467417706849
"MCMC","yLogScore",-0.10728561246075
"VB-BPF","yLogScore",-0.664710296703069
"MCMC","yLogScore",-3.41903826416364
"VB-BPF","yLogScore",-1.85773148475832
"MCMC","yLogScore",-0.318856976324339
"VB-BPF","yLogScore",-0.725482025823657
"MCMC","yLogScore",-0.249847863730715
"VB-BPF","yLogScore",-0.737316777272529
"MCMC","yLogScore",-1.64266567865211
"VB-BPF","yLogScore",-1.05879423188274
"MCMC","yLogScore",-3.032573919453
"VB-BPF","yLogScore",-1.72957828332899
"MCMC","yLogScore",-0.359734067644338
"VB-BPF","yLogScore",-0.685384048468803
"MCMC","yLogScore",-0.958537043134105
"VB-BPF","yLogScore",-0.970250570251594
"MCMC","yLogScore",-0.260868040094891
"VB-BPF","yLogScore",-0.738801251010973
"MCMC","yLogScore",-0.477415844289323
"VB-BPF","yLogScore",-0.749398645680184
"MCMC","yLogScore",-2.04655867443909
"VB-BPF","yLogScore",-1.35376646490803
"MCMC","yLogScore",-9.73566966204704
"VB-BPF","yLogScore",-3.67491915289669
"MCMC","yLogScore",-1.34932290009195
"VB-BPF","yLogScore",-1.04324745957443
"MCMC","yLogScore",-7.13092635233303
"VB-BPF","yLogScore",-2.61012238892125
"MCMC","yLogScore",-0.991109523145021
"VB-BPF","yLogScore",-0.916486764523158
"MCMC","yLogScore",-1.45189100050162
"VB-BPF","yLogScore",-1.14091806455304
"MCMC","yLogScore",-2.02836527233944
"VB-BPF","yLogScore",-1.34339046493176
"MCMC","yLogScore",-6.41060234966285
"VB-BPF","yLogScore",-2.40183379513925
"MCMC","yLogScore",-1.66007811609665
"VB-BPF","yLogScore",-1.2026757718526
"MCMC","yLogScore",-1.40830346447496
"VB-BPF","yLogScore",-1.13484799988318
"MCMC","yLogScore",-4.0021553321866
"VB-BPF","yLogScore",-1.96572520834157
"MCMC","yLogScore",-0.417740893081374
"VB-BPF","yLogScore",-0.777415116413773
"MCMC","yLogScore",-3.11704003068255
"VB-BPF","yLogScore",-1.43927834668358
"MCMC","yLogScore",-0.675960915404247
"VB-BPF","yLogScore",-0.898614716515486
"MCMC","yLogScore",-6.87659552094108
"VB-BPF","yLogScore",-2.92862995258423
"MCMC","yLogScore",-0.146632143033847
"VB-BPF","yLogScore",-0.714261229983192
"MCMC","yLogScore",-0.58024463427107
"VB-BPF","yLogScore",-0.846151007921848
"MCMC","yLogScore",-2.13269355962878
"VB-BPF","yLogScore",-1.42040765909835
"MCMC","yLogScore",-0.126961629670547
"VB-BPF","yLogScore",-0.748347574111512
"MCMC","yLogScore",-1.56952406251626
"VB-BPF","yLogScore",-1.1849531265799
"MCMC","yLogScore",-0.168080310524859
"VB-BPF","yLogScore",-0.642293163741522
"MCMC","yLogScore",-3.15145405548671
"VB-BPF","yLogScore",-1.65874457547822
"MCMC","yLogScore",-0.359384454413049
"VB-BPF","yLogScore",-0.710833160943626
"MCMC","yLogScore",-6.85570046653006
"VB-BPF","yLogScore",-2.690990895895
"MCMC","yLogScore",-0.127801244585344
"VB-BPF","yLogScore",-0.713499338259632
"MCMC","yLogScore",-0.597371800175073
"VB-BPF","yLogScore",-0.78589161493149
"MCMC","yLogScore",-4.06751407231601
"VB-BPF","yLogScore",-1.85937896821611
"MCMC","yLogScore",-0.836894418483749
"VB-BPF","yLogScore",-0.863608446943266
"MCMC","yLogScore",0.0115414326894741
"VB-BPF","yLogScore",-0.615666755613862
"MCMC","yLogScore",-1.29118452326028
"VB-BPF","yLogScore",-1.05918596866134
"MCMC","yLogScore",-0.0157334870011262
"VB-BPF","yLogScore",-0.656896182306326
"MCMC","yLogScore",-0.25039677017269
"VB-BPF","yLogScore",-0.723464930749652
"MCMC","yLogScore",-0.244518502349484
"VB-BPF","yLogScore",-0.743711071669278
"MCMC","yLogScore",-2.43423567091366
"VB-BPF","yLogScore",-1.32687048288871
"MCMC","yLogScore",-3.38117456194023
"VB-BPF","yLogScore",-2.05278176075333
"MCMC","yLogScore",-1.56733109002032
"VB-BPF","yLogScore",-1.0627544300777
"MCMC","yLogScore",-2.76678453137351
"VB-BPF","yLogScore",-1.45567110865573
"MCMC","yLogScore",-0.20010427907714
"VB-BPF","yLogScore",-0.669728152876594
"MCMC","yLogScore",-1.60856363299657
"VB-BPF","yLogScore",-1.15797348632887
"MCMC","yLogScore",-1.06447544961557
"VB-BPF","yLogScore",-0.932375840598179
"MCMC","yLogScore",-4.41631126917707
"VB-BPF","yLogScore",-2.13498159580189
"MCMC","yLogScore",-0.12179661882381
"VB-BPF","yLogScore",-0.687074814233503
"MCMC","yLogScore",-0.149787735843396
"VB-BPF","yLogScore",-0.68000904331017
"MCMC","yLogScore",-0.318472298874032
"VB-BPF","yLogScore",-0.745513040443315
"MCMC","yLogScore",-0.0984815261040168
"VB-BPF","yLogScore",-0.696196299872634
"MCMC","yLogScore",-0.382960609483385
"VB-BPF","yLogScore",-0.739123175592434
"MCMC","yLogScore",-0.919171497342354
"VB-BPF","yLogScore",-0.883719826265693
"MCMC","yLogScore",-1.29411354007822
"VB-BPF","yLogScore",-1.04279493900388
"MCMC","yLogScore",-0.13998167997506
"VB-BPF","yLogScore",-0.611902652475929
"MCMC","yLogScore",-0.644916416351699
"VB-BPF","yLogScore",-0.866774674502787
"MCMC","yLogScore",-2.40685966187352
"VB-BPF","yLogScore",-1.42444916323532
"MCMC","yLogScore",-0.0856322012951533
"VB-BPF","yLogScore",-0.626549767821824
"MCMC","yLogScore",-2.21346543659291
"VB-BPF","yLogScore",-1.18433415551921
"MCMC","yLogScore",-2.61222628742725
"VB-BPF","yLogScore",-1.32758711305396
"MCMC","yLogScore",-0.0316601525637525
"VB-BPF","yLogScore",-0.641722046243766
"MCMC","yLogScore",-0.764313174811494
"VB-BPF","yLogScore",-0.904081158253533
"MCMC","yLogScore",-0.242736268307111
"VB-BPF","yLogScore",-0.712185163404926
"MCMC","yLogScore",-0.343849119381995
"VB-BPF","yLogScore",-0.714336450476286
"MCMC","yLogScore",-1.70903124271671
"VB-BPF","yLogScore",-1.09734522857695
"MCMC","yLogScore",-0.122427269410403
"VB-BPF","yLogScore",-0.665666227746185
"MCMC","yLogScore",-0.344045687158192
"VB-BPF","yLogScore",-0.725493297777394
"MCMC","yLogScore",-0.213701742211411
"VB-BPF","yLogScore",-0.748601240401647
"MCMC","yLogScore",-0.267208470155394
"VB-BPF","yLogScore",-0.70876189130049
"MCMC","yLogScore",-1.56129471249197
"VB-BPF","yLogScore",-1.06798328791649
"MCMC","yLogScore",-7.80823687542266
"VB-BPF","yLogScore",-2.85512039316383
"MCMC","yLogScore",-0.275252819882419
"VB-BPF","yLogScore",-0.745319349477846
"MCMC","yLogScore",0.0163107566614617
"VB-BPF","yLogScore",-0.685227547359874
"MCMC","yLogScore",-2.96335588219069
"VB-BPF","yLogScore",-1.58258927566869
"MCMC","yLogScore",-0.638126772656576
"VB-BPF","yLogScore",-0.883700332303302
"MCMC","yLogScore",-3.95765060288889
"VB-BPF","yLogScore",-1.88410312387196
"MCMC","yLogScore",-4.84031767067642
"VB-BPF","yLogScore",-2.19744046526028
"MCMC","yLogScore",-0.055698060940508
"VB-BPF","yLogScore",-0.650251009513978
"MCMC","yLogScore",-0.732599832263349
"VB-BPF","yLogScore",-0.857711133996325
"MCMC","yLogScore",-4.52218811408319
"VB-BPF","yLogScore",-2.01548044435341
"MCMC","yLogScore",-1.79211020925238
"VB-BPF","yLogScore",-1.17567414185174
"MCMC","yLogScore",-1.97761560387793
"VB-BPF","yLogScore",-1.16100041635624
"MCMC","yLogScore",-0.323068490727836
"VB-BPF","yLogScore",-0.757283451745017
"MCMC","yLogScore",-0.152439840600174
"VB-BPF","yLogScore",-0.704577579136699
"MCMC","yLogScore",-0.193446246267329
"VB-BPF","yLogScore",-0.711476545401361
"MCMC","yLogScore",-0.0774345226033962
"VB-BPF","yLogScore",-0.709257387877406
"MCMC","yLogScore",-5.76546485440204
"VB-BPF","yLogScore",-1.88745188514704
"MCMC","yLogScore",-3.21845121132167
"VB-BPF","yLogScore",-1.64254749261104
"MCMC","yLogScore",-0.656500559252325
"VB-BPF","yLogScore",-0.851451740052925
"MCMC","yLogScore",-0.342239298117114
"VB-BPF","yLogScore",-0.755357660443904
"MCMC","yLogScore",-1.43234614864203
"VB-BPF","yLogScore",-1.0987519728926
"MCMC","yLogScore",-0.0387433594401948
"VB-BPF","yLogScore",-0.634527578375388
"MCMC","yLogScore",-0.253898902543533
"VB-BPF","yLogScore",-0.682647674405278
"MCMC","yLogScore",-0.378377272755882
"VB-BPF","yLogScore",-0.767523737266429
"MCMC","yLogScore",-7.49056782340186
"VB-BPF","yLogScore",-2.82007286662449
"MCMC","yLogScore",-0.52657483451952
"VB-BPF","yLogScore",-0.818983088750062
"MCMC","yLogScore",-0.150795001486508
"VB-BPF","yLogScore",-0.719421080543172
"MCMC","yLogScore",-1.24416485296673
"VB-BPF","yLogScore",-1.10733208169287
"MCMC","yLogScore",-0.149320464200634
"VB-BPF","yLogScore",-0.688599079430443
"MCMC","yLogScore",-0.0565149813691381
"VB-BPF","yLogScore",-0.654410270434
"MCMC","yLogScore",-0.307056416443185
"VB-BPF","yLogScore",-0.788813670833424
"MCMC","yLogScore",-6.78240308435917
"VB-BPF","yLogScore",-2.7536532291854
"MCMC","yLogScore",-0.320407332033819
"VB-BPF","yLogScore",-0.765855246246616
"MCMC","yLogScore",-0.0614460941667602
"VB-BPF","yLogScore",-0.687313311344198
"MCMC","yLogScore",-1.83910512281769
"VB-BPF","yLogScore",-1.27041552813067
"MCMC","yLogScore",-1.96504759149771
"VB-BPF","yLogScore",-1.30155256081076
"MCMC","yLogScore",0.00795928378202437
"VB-BPF","yLogScore",-0.625225101923277
"MCMC","yLogScore",-0.555758220201697
"VB-BPF","yLogScore",-0.744066629714218
"MCMC","yLogScore",-4.13474679523737
"VB-BPF","yLogScore",-2.13515175697251
"MCMC","yLogScore",-0.412518672119499
"VB-BPF","yLogScore",-0.800611944894778
"MCMC","yLogScore",-3.05726360985221
"VB-BPF","yLogScore",-1.5754464753695
"MCMC","yLogScore",-1.24618121345678
"VB-BPF","yLogScore",-1.04689067839399
"MCMC","yLogScore",-0.099212184165757
"VB-BPF","yLogScore",-0.703679456399815
"MCMC","yLogScore",0.162272089189852
"VB-BPF","yLogScore",-0.543909876176377
"MCMC","yLogScore",-1.45583961947203
"VB-BPF","yLogScore",-1.135056417814
"MCMC","yLogScore",-0.0465900676578721
"VB-BPF","yLogScore",-0.623309266596025
"MCMC","yLogScore",-2.7316912695709
"VB-BPF","yLogScore",-1.51385011904044
"MCMC","yLogScore",-0.612936597601918
"VB-BPF","yLogScore",-0.806172676525753
"MCMC","yLogScore",-0.259512988594075
"VB-BPF","yLogScore",-0.751388065656655
"MCMC","yLogScore",-0.124320237189562
"VB-BPF","yLogScore",-0.658776705740141
"MCMC","yLogScore",-0.404457047123545
"VB-BPF","yLogScore",-0.774814809382473
"MCMC","yLogScore",-0.211521117159511
"VB-BPF","yLogScore",-0.740538445048425
"MCMC","yLogScore",-0.299601339088967
"VB-BPF","yLogScore",-0.763119254626855
"MCMC","yLogScore",-0.0619294235386947
"VB-BPF","yLogScore",-0.659702110807392
"MCMC","yLogScore",-0.144863020038262
"VB-BPF","yLogScore",-0.648430534852938
"MCMC","yLogScore",-1.27274234950382
"VB-BPF","yLogScore",-1.01813659098293
"MCMC","yLogScore",-0.24500430675411
"VB-BPF","yLogScore",-0.693993941129211
"MCMC","yLogScore",-5.71857370305968
"VB-BPF","yLogScore",-2.72985379111975
"MCMC","yLogScore",-0.341141098222032
"VB-BPF","yLogScore",-0.734758957007834
"MCMC","yLogScore",-0.39976360890001
"VB-BPF","yLogScore",-0.784457922669532
"MCMC","yLogScore",-0.939135219523063
"VB-BPF","yLogScore",-0.998192856885637
"MCMC","yLogScore",-0.71180370805437
"VB-BPF","yLogScore",-0.885143617629989
"MCMC","yLogScore",-1.34384240294974
"VB-BPF","yLogScore",-0.974364509574362
"MCMC","yLogScore",-1.0486703295301
"VB-BPF","yLogScore",-0.984012408079779
"MCMC","yLogScore",-0.311942121833482
"VB-BPF","yLogScore",-0.733868368110943
"MCMC","yLogScore",-0.24745290772872
"VB-BPF","yLogScore",-0.750445830649507
"MCMC","yLogScore",-0.332930017969336
"VB-BPF","yLogScore",-0.763185604859776
"MCMC","yLogScore",-3.20577052773356
"VB-BPF","yLogScore",-1.57367155228933
"MCMC","yLogScore",-5.07050926479662
"VB-BPF","yLogScore",-2.1687960635844
"MCMC","yLogScore",-0.106430770685468
"VB-BPF","yLogScore",-0.633944635159764
"MCMC","yLogScore",-0.814165788758574
"VB-BPF","yLogScore",-0.905891301495721
"MCMC","yLogScore",-0.21882276675905
"VB-BPF","yLogScore",-0.692942312594246
"MCMC","yLogScore",-5.57324629859542
"VB-BPF","yLogScore",-2.28233848159677
"MCMC","yLogScore",-0.777928880871371
"VB-BPF","yLogScore",-0.925586633174626
"MCMC","yLogScore",-1.23784630934567
"VB-BPF","yLogScore",-1.00529461407529
"MCMC","yLogScore",-0.0588798719615358
"VB-BPF","yLogScore",-0.640629275400434
"MCMC","yLogScore",-0.414956844871362
"VB-BPF","yLogScore",-0.755758525415592
"MCMC","yLogScore",-0.182067525548407
"VB-BPF","yLogScore",-0.714624844760768
"MCMC","yLogScore",-0.135508965031923
"VB-BPF","yLogScore",-0.691308852519993
"MCMC","yLogScore",-2.55132383741773
"VB-BPF","yLogScore",-1.33528869213436
"MCMC","yLogScore",-0.156826970153328
"VB-BPF","yLogScore",-0.731128815234513
"MCMC","yLogScore",-0.573685036842075
"VB-BPF","yLogScore",-0.804712092964164
"MCMC","yLogScore",-0.0989497389738044
"VB-BPF","yLogScore",-0.719118592143088
"MCMC","yLogScore",-0.348113464301818
"VB-BPF","yLogScore",-0.713138488326942
"MCMC","yLogScore",-2.79586856155546
"VB-BPF","yLogScore",-1.61492048337437
"MCMC","yLogScore",-0.274641110887848
"VB-BPF","yLogScore",-0.706365537271221
"MCMC","yLogScore",-0.0446485939585939
"VB-BPF","yLogScore",-0.662890743903955
"MCMC","yLogScore",-1.21152421267963
