"Method","variable","logscore"
"VB-BPF","yLogScore",-1.05175632803896
"MCMC","yLogScore",-0.257966472994951
"VB-BPF","yLogScore",-0.736762451490999
"MCMC","yLogScore",-1.75476634513989
"VB-BPF","yLogScore",-1.23551198594017
"MCMC","yLogScore",-5.64110245489615
"VB-BPF","yLogScore",-1.99587568271081
"MCMC","yLogScore",-2.99275234155621
"VB-BPF","yLogScore",-1.635667896726
"MCMC","yLogScore",-0.27723458604053
"VB-BPF","yLogScore",-0.679869758059953
"MCMC","yLogScore",-0.275590116425152
"VB-BPF","yLogScore",-0.752940319497067
"MCMC","yLogScore",-0.140652372922474
"VB-BPF","yLogScore",-0.676670891416698
"MCMC","yLogScore",-9.85149413199408
"VB-BPF","yLogScore",-3.66305111345814
"MCMC","yLogScore",-0.252329912567035
"VB-BPF","yLogScore",-0.714470408749246
"MCMC","yLogScore",-8.24591146593974
"VB-BPF","yLogScore",-3.23278953029103
"MCMC","yLogScore",-2.628184037086
"VB-BPF","yLogScore",-1.51907485220968
"MCMC","yLogScore",-0.885196895919878
"VB-BPF","yLogScore",-0.930782406242505
"MCMC","yLogScore",-0.744830276890679
"VB-BPF","yLogScore",-0.845603926899769
"MCMC","yLogScore",-3.08099113520699
"VB-BPF","yLogScore",-1.55948639211649
"MCMC","yLogScore",-0.11308261076432
"VB-BPF","yLogScore",-0.675053953830524
"MCMC","yLogScore",-0.0486778885706826
"VB-BPF","yLogScore",-0.657010613587541
"MCMC","yLogScore",-1.58707501988247
"VB-BPF","yLogScore",-1.23277600950447
"MCMC","yLogScore",-6.04654046446656
"VB-BPF","yLogScore",-2.38632183350552
"MCMC","yLogScore",-3.40515210122937
"VB-BPF","yLogScore",-1.4084668915894
"MCMC","yLogScore",-0.185729558414722
"VB-BPF","yLogScore",-0.725337037760316
"MCMC","yLogScore",-1.9953635493856
"VB-BPF","yLogScore",-1.31526927157999
"MCMC","yLogScore",-0.00424324400639319
"VB-BPF","yLogScore",-0.621825618463052
"MCMC","yLogScore",-0.159876282416579
"VB-BPF","yLogScore",-0.704922359692336
"MCMC","yLogScore",-0.637462135849895
"VB-BPF","yLogScore",-0.828023529530366
"MCMC","yLogScore",-0.106259960757219
"VB-BPF","yLogScore",-0.650305706725548
"MCMC","yLogScore",-3.27200291765924
"VB-BPF","yLogScore",-1.57504026087255
"MCMC","yLogScore",-0.35814717256563
"VB-BPF","yLogScore",-0.730714164892565
"MCMC","yLogScore",-0.0127300159509107
"VB-BPF","yLogScore",-0.653076835632813
"MCMC","yLogScore",-9.91917381215595
"VB-BPF","yLogScore",-3.7176990402947
"MCMC","yLogScore",-4.75363317660874
"VB-BPF","yLogScore",-2.16227612964447
"MCMC","yLogScore",-1.17982768524351
"VB-BPF","yLogScore",-1.07048139258072
"MCMC","yLogScore",-1.59002742447573
"VB-BPF","yLogScore",-1.16267088651498
"MCMC","yLogScore",-0.0944365589965607
"VB-BPF","yLogScore",-0.711373512994971
"MCMC","yLogScore",-2.38774262743368
"VB-BPF","yLogScore",-1.27487665902549
"MCMC","yLogScore",-2.33445235174851
"VB-BPF","yLogScore",-1.25698224486744
"MCMC","yLogScore",-0.493922219845443
"VB-BPF","yLogScore",-0.770653241696976
"MCMC","yLogScore",-0.18787704530949
"VB-BPF","yLogScore",-0.698319529587168
"MCMC","yLogScore",-0.0688159063111845
"VB-BPF","yLogScore",-0.635327508318763
"MCMC","yLogScore",-0.289296402088022
"VB-BPF","yLogScore",-0.698859259662727
"MCMC","yLogScore",-2.44503633046376
"VB-BPF","yLogScore",-1.44876102869451
"MCMC","yLogScore",-0.421924600461335
"VB-BPF","yLogScore",-0.775388499101363
"MCMC","yLogScore",-2.62914953101961
"VB-BPF","yLogScore",-1.43117799549399
"MCMC","yLogScore",-0.715720768341048
"VB-BPF","yLogScore",-0.857441223072404
"MCMC","yLogScore",-1.8962510537156
"VB-BPF","yLogScore",-1.16410423220497
"MCMC","yLogScore",-0.243396743261085
"VB-BPF","yLogScore",-0.735845865275208
"MCMC","yLogScore",-0.852552244525468
"VB-BPF","yLogScore",-0.903785768029437
"MCMC","yLogScore",-0.211885998456759
"VB-BPF","yLogScore",-0.733514054671686
"MCMC","yLogScore",-0.382741891088627
"VB-BPF","yLogScore",-0.76739074075637
"MCMC","yLogScore",-0.239340900080305
"VB-BPF","yLogScore",-0.721866944320802
"MCMC","yLogScore",-0.403834296639423
"VB-BPF","yLogScore",-0.786052299277101
"MCMC","yLogScore",-0.147105693496464
"VB-BPF","yLogScore",-0.713797777184265
"MCMC","yLogScore",-0.936856874244862
"VB-BPF","yLogScore",-0.935294660436606
"MCMC","yLogScore",-2.72944659547155
"VB-BPF","yLogScore",-1.48646708910474
"MCMC","yLogScore",-0.325697223659207
"VB-BPF","yLogScore",-0.710758635004146
"MCMC","yLogScore",-2.2676666118464
"VB-BPF","yLogScore",-1.38695935671687
"MCMC","yLogScore",-0.600656957290557
"VB-BPF","yLogScore",-0.871479457973545
"MCMC","yLogScore",-0.401334167662281
"VB-BPF","yLogScore",-0.789181370014265
"MCMC","yLogScore",-0.376351129450504
"VB-BPF","yLogScore",-0.714770943945278
"MCMC","yLogScore",-0.134330770669819
"VB-BPF","yLogScore",-0.721116058460628
"MCMC","yLogScore",-0.576611407686106
"VB-BPF","yLogScore",-0.807862182774939
"MCMC","yLogScore",-1.81852808747075
"VB-BPF","yLogScore",-1.17408620890125
"MCMC","yLogScore",-1.48378135049115
"VB-BPF","yLogScore",-1.10870237232611
"MCMC","yLogScore",-3.99048037615025
"VB-BPF","yLogScore",-1.88399663512698
"MCMC","yLogScore",-3.4606243420553
"VB-BPF","yLogScore",-1.64986107717166
"MCMC","yLogScore",-3.02504075151196
"VB-BPF","yLogScore",-1.73872138774577
"MCMC","yLogScore",-7.71997835619479
"VB-BPF","yLogScore",-2.98495304469531
"MCMC","yLogScore",-2.02128979847666
"VB-BPF","yLogScore",-1.38256868074637
"MCMC","yLogScore",-0.496529584829007
"VB-BPF","yLogScore",-0.770060087824979
"MCMC","yLogScore",0.0120206058044057
"VB-BPF","yLogScore",-0.662560827670668
"MCMC","yLogScore",-4.3732720120103
"VB-BPF","yLogScore",-2.02589244290749
"MCMC","yLogScore",-0.266961007156098
"VB-BPF","yLogScore",-0.654393094735132
"MCMC","yLogScore",-1.12961766473207
"VB-BPF","yLogScore",-1.02740577994778
"MCMC","yLogScore",-0.0341715570697694
"VB-BPF","yLogScore",-0.637886950077352
"MCMC","yLogScore",-1.96197992996545
"VB-BPF","yLogScore",-1.42329737472308
"MCMC","yLogScore",-0.229616844354301
"VB-BPF","yLogScore",-0.776782019276612
"MCMC","yLogScore",-0.02519415605363
"VB-BPF","yLogScore",-0.643647722263157
"MCMC","yLogScore",-4.080230621132
"VB-BPF","yLogScore",-2.01206669256005
"MCMC","yLogScore",-0.250758255193382
"VB-BPF","yLogScore",-0.77303206935204
"MCMC","yLogScore",-1.7349235839825
"VB-BPF","yLogScore",-1.12208833867756
"MCMC","yLogScore",-0.341599303129062
"VB-BPF","yLogScore",-0.713779359681241
"MCMC","yLogScore",-0.793383419651595
"VB-BPF","yLogScore",-0.907385815141791
"MCMC","yLogScore",-2.24506452476974
"VB-BPF","yLogScore",-1.34424882524678
"MCMC","yLogScore",-20.8581902961755
"VB-BPF","yLogScore",-6.38608617512121
"MCMC","yLogScore",-0.418633662628743
"VB-BPF","yLogScore",-0.731071892780517
"MCMC","yLogScore",-9.41736852972013
"VB-BPF","yLogScore",-2.55475751795441
"MCMC","yLogScore",-3.11546708000267
"VB-BPF","yLogScore",-1.76187120222828
"MCMC","yLogScore",-0.453229925316188
"VB-BPF","yLogScore",-0.790970886495074
"MCMC","yLogScore",-1.57602838293927
"VB-BPF","yLogScore",-1.13066533140932
"MCMC","yLogScore",-0.213886750921582
"VB-BPF","yLogScore",-0.714107502227199
"MCMC","yLogScore",-4.92287283188626
"VB-BPF","yLogScore",-2.00276655555568
"MCMC","yLogScore",-1.82579866173163
"VB-BPF","yLogScore",-1.26853849280082
"MCMC","yLogScore",-0.0594908952841121
"VB-BPF","yLogScore",-0.674686334806491
"MCMC","yLogScore",-0.299093866251209
"VB-BPF","yLogScore",-0.752848517624411
"MCMC","yLogScore",-0.0496276283814525
"VB-BPF","yLogScore",-0.621567036885923
"MCMC","yLogScore",-1.08051163820421
"VB-BPF","yLogScore",-1.05060537541766
"MCMC","yLogScore",-3.74431269567884
"VB-BPF","yLogScore",-2.01299352805566
"MCMC","yLogScore",-6.95248785872494
"VB-BPF","yLogScore",-2.96827875118153
"MCMC","yLogScore",-0.533446450143227
"VB-BPF","yLogScore",-0.760826305218994
"MCMC","yLogScore",-0.269710662391839
"VB-BPF","yLogScore",-0.754381760738376
"MCMC","yLogScore",-0.95173545898219
"VB-BPF","yLogScore",-0.926687670822023
"MCMC","yLogScore",-4.18447240806847
"VB-BPF","yLogScore",-1.8215531689875
"MCMC","yLogScore",-2.55972717553991
"VB-BPF","yLogScore",-1.30156240237124
"MCMC","yLogScore",-0.49847582536948
"VB-BPF","yLogScore",-0.802635317883314
"MCMC","yLogScore",-1.00474245845813
"VB-BPF","yLogScore",-0.941030403016569
"MCMC","yLogScore",-2.74667979893365
"VB-BPF","yLogScore",-1.61452528190086
"MCMC","yLogScore",-10.2679248618429
"VB-BPF","yLogScore",-3.54782071211006
"MCMC","yLogScore",-0.0109109514212164
"VB-BPF","yLogScore",-0.731796153801777
"MCMC","yLogScore",-2.05160858484114
"VB-BPF","yLogScore",-1.36173953721253
"MCMC","yLogScore",-0.738644276709306
"VB-BPF","yLogScore",-0.91751238694626
"MCMC","yLogScore",-0.183902357710819
"VB-BPF","yLogScore",-0.692097014335088
"MCMC","yLogScore",-0.178413607894312
"VB-BPF","yLogScore",-0.713093818174734
"MCMC","yLogScore",-0.64164723096048
"VB-BPF","yLogScore",-0.787227591229939
"MCMC","yLogScore",-0.512392662031473
"VB-BPF","yLogScore",-0.791710959818075
"MCMC","yLogScore",-1.65130236720468
"VB-BPF","yLogScore",-1.21189037482567
"MCMC","yLogScore",-0.141362425216526
"VB-BPF","yLogScore",-0.704235759116856
"MCMC","yLogScore",-2.19775245128637
"VB-BPF","yLogScore",-1.34250833199879
"MCMC","yLogScore",-2.53318159886502
"VB-BPF","yLogScore",-1.51557833101042
"MCMC","yLogScore",-0.0366447835652323
"VB-BPF","yLogScore",-0.622743326944538
"MCMC","yLogScore",-1.84856029184821
"VB-BPF","yLogScore",-1.34840890295973
"MCMC","yLogScore",-3.45394740190506
"VB-BPF","yLogScore",-1.90266303788505
"MCMC","yLogScore",-18.1721444744262
"VB-BPF","yLogScore",-5.41391924071598
"MCMC","yLogScore",-1.68253211453278
"VB-BPF","yLogScore",-1.10246215549919
"MCMC","yLogScore",-0.129765848193476
"VB-BPF","yLogScore",-0.69559373902996
"MCMC","yLogScore",-0.0375097899521118
"VB-BPF","yLogScore",-0.659983028421418
"MCMC","yLogScore",-0.182462899343776
"VB-BPF","yLogScore",-0.725835771000264
"MCMC","yLogScore",-3.99940874909123
"VB-BPF","yLogScore",-1.83783953662444
"MCMC","yLogScore",-5.00640717214176
"VB-BPF","yLogScore",-2.18074001151005
"MCMC","yLogScore",-0.762222645697963
"VB-BPF","yLogScore",-0.903840365502978
"MCMC","yLogScore",-1.45394443964865
"VB-BPF","yLogScore",-1.10886047748408
"MCMC","yLogScore",-0.311574265605838
"VB-BPF","yLogScore",-0.768720878834072
"MCMC","yLogScore",-1.76079066037301
"VB-BPF","yLogScore",-1.22647904356101
"MCMC","yLogScore",0.054765345033897
"VB-BPF","yLogScore",-0.538483466067723
"MCMC","yLogScore",-0.52188345634649
"VB-BPF","yLogScore",-0.786610364753772
"MCMC","yLogScore",-0.281445184135792
"VB-BPF","yLogScore",-0.723405488939669
"MCMC","yLogScore",-0.608389188034518
"VB-BPF","yLogScore",-0.811154738948682
"MCMC","yLogScore",-1.98685031716876
"VB-BPF","yLogScore",-1.2966454204245
"MCMC","yLogScore",-0.878301784028484
"VB-BPF","yLogScore",-0.934871023580493
"MCMC","yLogScore",-0.288526306400316
"VB-BPF","yLogScore",-0.699740733341739
"MCMC","yLogScore",-0.114690385670155
"VB-BPF","yLogScore",-0.671177812350079
"MCMC","yLogScore",-0.101232031647176
"VB-BPF","yLogScore",-0.62814569286942
"MCMC","yLogScore",-0.165789260504859
"VB-BPF","yLogScore",-0.675530294630165
"MCMC","yLogScore",-4.54294496363472
"VB-BPF","yLogScore",-2.10126935263002
"MCMC","yLogScore",-1.16165995246748
"VB-BPF","yLogScore",-0.958872041508019
"MCMC","yLogScore",-3.57114197308023
"VB-BPF","yLogScore",-1.88765707411444
"MCMC","yLogScore",-1.39374090559825
"VB-BPF","yLogScore",-1.03966736386158
"MCMC","yLogScore",-1.13271969623117
"VB-BPF","yLogScore",-0.994628075191203
"MCMC","yLogScore",-1.77263281404379
"VB-BPF","yLogScore",-1.20107592236536
"MCMC","yLogScore",-1.9806322168387
"VB-BPF","yLogScore",-1.25926596036671
"MCMC","yLogScore",-0.425610963449931
"VB-BPF","yLogScore",-0.805066083155294
"MCMC","yLogScore",-0.109067735397995
"VB-BPF","yLogScore",-0.642660803080078
"MCMC","yLogScore",-1.42773459324007
"VB-BPF","yLogScore",-1.07901412736572
"MCMC","yLogScore",-0.290874352718218
"VB-BPF","yLogScore",-0.736113675391187
"MCMC","yLogScore",-0.748836481661227
"VB-BPF","yLogScore",-0.84873717612769
"MCMC","yLogScore",-0.208932689240911
"VB-BPF","yLogScore",-0.646764130162982
"MCMC","yLogScore",-1.22685560642372
"VB-BPF","yLogScore",-1.03770559110421
"MCMC","yLogScore",-2.32855565698999
"VB-BPF","yLogScore",-1.34233824360946
"MCMC","yLogScore",-0.0551869124609682
"VB-BPF","yLogScore",-0.656545415673217
"MCMC","yLogScore",-0.249080627605862
"VB-BPF","yLogScore",-0.70202037481816
"MCMC","yLogScore",-0.264825405607401
"VB-BPF","yLogScore",-0.742224260458316
"MCMC","yLogScore",0.0704783391098409
"VB-BPF","yLogScore",-0.636730592820549
"MCMC","yLogScore",-6.24224709925112
"VB-BPF","yLogScore",-2.36970169467708
"VB-APF","xLogScore",0.833347594581679
"VB-APF","yLogScore",-0.761575762529916
"VB-APF","xLogScore",0.600916980047203
"VB-APF","yLogScore",-1.25712183419993
"VB-APF","xLogScore",-1.54793788854253
"VB-APF","yLogScore",-1.06536265982828
"VB-APF","xLogScore",0.386101389082927
"VB-APF","yLogScore",-0.975118575540832
"VB-APF","xLogScore",0.551795802961118
"VB-APF","yLogScore",-2.10499864802392
"VB-APF","xLogScore",0.806048368171213
"VB-APF","yLogScore",-8.70820656442018
"VB-APF","xLogScore",-1.06594349615006
"VB-APF","yLogScore",-0.754653066030485
"VB-APF","xLogScore",0.603621454031979
"VB-APF","yLogScore",-1.16568592019436
"VB-APF","xLogScore",-0.539308492818361
"VB-APF","yLogScore",-0.759842011871295
"VB-APF","xLogScore",0.78026923474363
"VB-APF","yLogScore",-0.73473130173286
"VB-APF","xLogScore",0.811565614531205
"VB-APF","yLogScore",-0.737171140046345
"VB-APF","xLogScore",0.729065026320192
"VB-APF","yLogScore",-0.73986944515572
"VB-APF","xLogScore",-0.792932077039184
"VB-APF","yLogScore",-1.62127956052456
"VB-APF","xLogScore",0.0625712358097046
"VB-APF","yLogScore",-0.688234193504773
"VB-APF","xLogScore",0.481841024866408
"VB-APF","yLogScore",-2.50845214181665
"VB-APF","xLogScore",0.605561331715015
"VB-APF","yLogScore",-2.06071828655111
"VB-APF","xLogScore",0.472290405272013
"VB-APF","yLogScore",-0.607841337867616
"VB-APF","xLogScore",0.121677353786414
"VB-APF","yLogScore",-3.27700111120658
"VB-APF","xLogScore",-4.08818582496235
"VB-APF","yLogScore",-0.697701478497956
"VB-APF","xLogScore",-0.0858242639874367
"VB-APF","yLogScore",-0.877693761576498
"VB-APF","xLogScore",0.558191740923226
"VB-APF","yLogScore",-0.853218885192495
"VB-APF","xLogScore",0.244855649511316
"VB-APF","yLogScore",-0.852614079946614
"VB-APF","xLogScore",-0.472027927080579
"VB-APF","yLogScore",-0.903655933007621
"VB-APF","xLogScore",0.145178453800793
"VB-APF","yLogScore",-1.92690301888429
"VB-APF","xLogScore",0.658063965628318
"VB-APF","yLogScore",-2.00953657527994
"VB-APF","xLogScore",0.478636335732837
"VB-APF","yLogScore",-0.778851563941525
"VB-APF","xLogScore",-4.25492808886885
"VB-APF","yLogScore",-0.702673804286333
"VB-APF","xLogScore",-0.12819433574208
"VB-APF","yLogScore",-1.65753613297358
"VB-APF","xLogScore",0.744541463511411
"VB-APF","yLogScore",-0.694788041063092
"VB-APF","xLogScore",-1.654457847215
"VB-APF","yLogScore",-1.23658573989388
"VB-APF","xLogScore",0.656151526598015
"VB-APF","yLogScore",-1.35189103020861
"VB-APF","xLogScore",-0.626521227316813
"VB-APF","yLogScore",-1.01219688596542
"VB-APF","xLogScore",0.740754327031128
"VB-APF","yLogScore",-1.83126519107786
"VB-APF","xLogScore",0.389885907963556
"VB-APF","yLogScore",-0.885958068988984
"VB-APF","xLogScore",0.294893850967179
"VB-APF","yLogScore",-0.70441536726626
"VB-APF","xLogScore",-1.4310880117635
"VB-APF","yLogScore",-1.39962607019765
"VB-APF","xLogScore",0.838150754464383
"VB-APF","yLogScore",-1.93578852134497
"VB-APF","xLogScore",0.876364346166175
"VB-APF","yLogScore",-1.97949405262479
"VB-APF","xLogScore",0.594410888771684
"VB-APF","yLogScore",-0.646868450793021
"VB-APF","xLogScore",-1.58419256803108
"VB-APF","yLogScore",-1.30907295130034
"VB-APF","xLogScore",-2.82093822382136
"VB-APF","yLogScore",-0.639367359496843
"VB-APF","xLogScore",0.266605832785688
"VB-APF","yLogScore",-1.26532545368712
"VB-APF","xLogScore",0.220814229767656
"VB-APF","yLogScore",-0.786402485772449
"VB-APF","xLogScore",0.590994713704057
"VB-APF","yLogScore",-0.675702719314364
"VB-APF","xLogScore",0.671932994855309
"VB-APF","yLogScore",-2.06872771473677
"VB-APF","xLogScore",0.456919694445314
"VB-APF","yLogScore",-1.84908659085838
"VB-APF","xLogScore",0.975572465564679
"VB-APF","yLogScore",-0.834625840038646
"VB-APF","xLogScore",0.381392664246571
"VB-APF","yLogScore",-0.705663060586527
"VB-APF","xLogScore",-0.48748303927193
"VB-APF","yLogScore",-0.706516964436725
"VB-APF","xLogScore",0.31412939304188
"VB-APF","yLogScore",-1.1092619738938
"VB-APF","xLogScore",0.558496276228729
"VB-APF","yLogScore",-0.930782374529311
"VB-APF","xLogScore",-0.699821723456192
"VB-APF","yLogScore",-1.64110178815209
"VB-APF","xLogScore",0.806635709084729
"VB-APF","yLogScore",-0.958493180773778
"VB-APF","xLogScore",-0.715077130399109
"VB-APF","yLogScore",-0.648207653128664
"VB-APF","xLogScore",0.154893598913355
"VB-APF","yLogScore",-0.669294804268963
"VB-APF","xLogScore",-0.588856414068256
"VB-APF","yLogScore",-0.720461407140777
"VB-APF","xLogScore",0.537149452252426
"VB-APF","yLogScore",-0.895388290781362
"VB-APF","xLogScore",-1.33872054505948
"VB-APF","yLogScore",-0.993920118481806
"VB-APF","xLogScore",0.642352844191709
"VB-APF","yLogScore",-1.25507343786668
"VB-APF","xLogScore",0.815401320367325
"VB-APF","yLogScore",-0.707361277083672
"VB-APF","xLogScore",-6.86100233688404
"VB-APF","yLogScore",-2.30368269170407
"VB-APF","xLogScore",-0.833419197038324
"VB-APF","yLogScore",-1.07038635171949
"VB-APF","xLogScore",-1.68641556122296
"VB-APF","yLogScore",-0.690331894043708
"VB-APF","xLogScore",-0.953450278150241
"VB-APF","yLogScore",-2.33224291528282
"VB-APF","xLogScore",-0.414482924670085
"VB-APF","yLogScore",-0.712086062960371
"VB-APF","xLogScore",0.482514243283343
"VB-APF","yLogScore",-2.03965630202087
"VB-APF","xLogScore",0.816551833607109
"VB-APF","yLogScore",-0.983306492000824
"VB-APF","xLogScore",0.66946280334454
"VB-APF","yLogScore",-2.78875353106985
"VB-APF","xLogScore",-0.389618698744939
"VB-APF","yLogScore",-1.15908657459955
"VB-APF","xLogScore",0.458004033651394
"VB-APF","yLogScore",-1.51912588145796
"VB-APF","xLogScore",0.297642368278315
"VB-APF","yLogScore",-1.37979929392176
"VB-APF","xLogScore",0.731442092647953
"VB-APF","yLogScore",-2.05148677573215
"VB-APF","xLogScore",-0.600987955046132
"VB-APF","yLogScore",-1.12112068528446
"VB-APF","xLogScore",0.416124926621038
"VB-APF","yLogScore",-0.73651766658956
"VB-APF","xLogScore",0.203062898227371
"VB-APF","yLogScore",-0.908934061904059
"VB-APF","xLogScore",0.964139337629029
"VB-APF","yLogScore",-1.02624583522999
"VB-APF","xLogScore",0.258621826356694
"VB-APF","yLogScore",-0.781238570243578
"VB-APF","xLogScore",-0.213296536472929
"VB-APF","yLogScore",-1.2267086763911
"VB-APF","xLogScore",0.80181791003402
"VB-APF","yLogScore",-1.32763117469371
"VB-APF","xLogScore",0.380753216249107
"VB-APF","yLogScore",-1.34225747506446
"VB-APF","xLogScore",-0.177837849398684
"VB-APF","yLogScore",-0.602877275292024
"VB-APF","xLogScore",0.383362052116113
"VB-APF","yLogScore",-0.773685190301501
"VB-APF","xLogScore",0.848909631692694
"VB-APF","yLogScore",-0.670109496906191
"VB-APF","xLogScore",0.0623444667888291
"VB-APF","yLogScore",-2.0800838081265
"VB-APF","xLogScore",0.370757146713217
"VB-APF","yLogScore",-2.0881349686348
"VB-APF","xLogScore",-0.797817628865376
"VB-APF","yLogScore",-0.779322315425369
"VB-APF","xLogScore",-0.0884926836438096
"VB-APF","yLogScore",-0.681544864162166
"VB-APF","xLogScore",-1.44194812119899
"VB-APF","yLogScore",-0.709204362177747
"VB-APF","xLogScore",0.634623409441623
"VB-APF","yLogScore",-1.11740476267814
"VB-APF","xLogScore",-0.33748966086068
"VB-APF","yLogScore",-0.971625791166663
"VB-APF","xLogScore",0.63620727239912
"VB-APF","yLogScore",-1.99949727938048
"VB-APF","xLogScore",0.572019167806432
"VB-APF","yLogScore",-0.792522473987064
"VB-APF","xLogScore",0.215100894334961
"VB-APF","yLogScore",-0.887330105415092
"VB-APF","xLogScore",-0.157662474404183
"VB-APF","yLogScore",-1.81159616279113
"VB-APF","xLogScore",0.641756474487503
"VB-APF","yLogScore",-0.6338034762853
"VB-APF","xLogScore",-0.174368305039433
"VB-APF","yLogScore",-1.12532824580336
"VB-APF","xLogScore",0.93195372440194
"VB-APF","yLogScore",-1.24004642476448
"VB-APF","xLogScore",-0.466644373505609
"VB-APF","yLogScore",-0.913339535400617
"VB-APF","xLogScore",0.229448848262941
"VB-APF","yLogScore",-0.790289963603669
"VB-APF","xLogScore",0.685761006181006
"VB-APF","yLogScore",-1.06862917781181
"VB-APF","xLogScore",0.396962123995046
"VB-APF","yLogScore",-0.778320413098095
"VB-APF","xLogScore",0.503195816726017
"VB-APF","yLogScore",-0.635025636777706
"VB-APF","xLogScore",0.375334320180207
"VB-APF","yLogScore",-0.726650755002059
"VB-APF","xLogScore",0.55431790993411
"VB-APF","yLogScore",-1.14251764535647
"VB-APF","xLogScore",-0.0966499743108467
"VB-APF","yLogScore",-0.687553095635998
"VB-APF","xLogScore",1.01197744823874
"VB-APF","yLogScore",-1.43950343671568
"VB-APF","xLogScore",-1.30810023830373
"VB-APF","yLogScore",-1.65118123818573
"VB-APF","xLogScore",0.724687663523882
"VB-APF","yLogScore",-0.78107928972875
"VB-APF","xLogScore",0.43931298815976
"VB-APF","yLogScore",-1.02196695883049
"VB-APF","xLogScore",0.124988600459805
"VB-APF","yLogScore",-0.767470144361963
"VB-APF","xLogScore",0.531702288149753
"VB-APF","yLogScore",-0.836844989532231
"VB-APF","xLogScore",0.807361566535315
"VB-APF","yLogScore",-0.800805125680144
"VB-APF","xLogScore",-2.03633605460973
"VB-APF","yLogScore",-0.78560675335252
"VB-APF","xLogScore",0.265438575945793
"VB-APF","yLogScore",-0.714170615026396
"VB-APF","xLogScore",0.0436349897196044
"VB-APF","yLogScore",-1.1796210675666
"VB-APF","xLogScore",0.29719274800991
"VB-APF","yLogScore",-0.856371568157019
"VB-APF","xLogScore",-1.17464373955935
"VB-APF","yLogScore",-1.18529350737289
"VB-APF","xLogScore",-4.55120282598733
"VB-APF","yLogScore",-0.896248695339899
"VB-APF","xLogScore",-7.43196668565218
"VB-APF","yLogScore",-0.955633131880136
"VB-APF","xLogScore",0.539524219028136
"VB-APF","yLogScore",-0.645706401170888
"VB-APF","xLogScore",0.478394527602432
"VB-APF","yLogScore",-0.757388784464713
"VB-APF","xLogScore",-1.45426295254654
"VB-APF","yLogScore",-0.939925650829932
"VB-APF","xLogScore",0.40583750118591
"VB-APF","yLogScore",-0.792454225606596
"VB-APF","xLogScore",0.506758820957968
"VB-APF","yLogScore",-1.46698062981613
"VB-APF","xLogScore",0.550010212147689
"VB-APF","yLogScore",-0.710930060251119
"VB-APF","xLogScore",0.422048621484288
"VB-APF","yLogScore",-1.77480922485365
"VB-APF","xLogScore",0.333879381405228
"VB-APF","yLogScore",-2.27152463265873
"VB-APF","xLogScore",0.499206866946167
"VB-APF","yLogScore",-0.846671921281515
"VB-APF","xLogScore",-0.291266780808835
"VB-APF","yLogScore",-0.891862537675751
"VB-APF","xLogScore",0.213601576382374
"VB-APF","yLogScore",-0.975651649987972
"VB-APF","xLogScore",0.453915412965844
"VB-APF","yLogScore",-1.260181761351
"VB-APF","xLogScore",0.116291786006531
"VB-APF","yLogScore",-0.68915577330625
"VB-APF","xLogScore",0.789236492210242
"VB-APF","yLogScore",-0.921202249806048
"VB-APF","xLogScore",-0.452114376129736
"VB-APF","yLogScore",-0.725411378653118
"VB-APF","xLogScore",0.670597395068209
"VB-APF","yLogScore",-0.710705069396567
"VB-APF","xLogScore",-1.0538528839358
"VB-APF","yLogScore",-1.59217503420871
"VB-APF","xLogScore",0.231907331247336
"VB-APF","yLogScore",-0.746120671805281
"VB-APF","xLogScore",0.520402887607533
"VB-APF","yLogScore",-0.781380341722817
"VB-APF","xLogScore",0.7083330528119
"VB-APF","yLogScore",-1.47107320019504
"VB-APF","xLogScore",0.463772273416378
"VB-APF","yLogScore",-0.852978424777909
"VB-APF","xLogScore",0.489706253891702
"VB-APF","yLogScore",-0.711003577344427
"VB-APF","xLogScore",0.669076278697177
"VB-APF","yLogScore",-1.10089616970018
"VB-APF","xLogScore",0.501821940840802
"VB-APF","yLogScore",-0.772909444733848
"VB-APF","xLogScore",0.639801062670997
"VB-APF","yLogScore",-0.765994204052896
"VB-APF","xLogScore",-1.79718584682506
"VB-APF","yLogScore",-0.644847090256465
"VB-APF","xLogScore",0.53210224464234
"VB-APF","yLogScore",-1.20261624724778
"VB-APF","xLogScore",-0.576012532166592
"VB-APF","yLogScore",-0.70033918406016
"VB-APF","xLogScore",0.515071733313057
"VB-APF","yLogScore",-0.900292750553576
"VB-APF","xLogScore",0.692961210126546
"VB-APF","yLogScore",-0.81073418219229
"VB-APF","xLogScore",0.0790888489406998
"VB-APF","yLogScore",-0.77040645603981
"VB-APF","xLogScore",0.602738275959792
"VB-APF","yLogScore",-1.2180698007369
"VB-APF","xLogScore",1.18195279492352
"VB-APF","yLogScore",-1.29588235872874
"VB-APF","xLogScore",-2.16964478654425
"VB-APF","yLogScore",-1.24240772586253
"VB-APF","xLogScore",0.613258122314516
"VB-APF","yLogScore",-1.31223764068456
"VB-APF","xLogScore",-0.874500516757614
"VB-APF","yLogScore",-0.700103965270939
"VB-APF","xLogScore",0.515603206068292
"VB-APF","yLogScore",-0.96571910014132
"VB-APF","xLogScore",-0.676181732036772
"VB-APF","yLogScore",-0.809807014207571
"VB-APF","xLogScore",0.485979946772435
"VB-APF","yLogScore",-1.63071020868578
"VB-APF","xLogScore",0.437258118646147
