"logscore","variable","method","prior","S","h","id"
-1.2240627119444,"d","VB-Stream","None",80,13,1065
-0.926982704480798,"a","MCMC","None",80,13,1065
-1.06079012381295,"d","MCMC","None",80,13,1065
-1.30548818151849,"a","VB-Offline","None",80,14,1065
-1.44410382849294,"d","VB-Offline","None",80,14,1065
-1.13522491800266,"a","VB-Stream","None",80,14,1065
-1.23477194980571,"d","VB-Stream","None",80,14,1065
-0.919041550692034,"a","MCMC","None",80,14,1065
-1.05136536780815,"d","MCMC","None",80,14,1065
-1.32372724040848,"a","VB-Offline","None",80,15,1065
-1.45071367373193,"d","VB-Offline","None",80,15,1065
-1.14276504592781,"a","VB-Stream","None",80,15,1065
-1.24337413509241,"d","VB-Stream","None",80,15,1065
-0.919041527269146,"a","MCMC","None",80,15,1065
-1.03426628250737,"d","MCMC","None",80,15,1065
-1.33168734581972,"a","VB-Offline","None",80,16,1065
-1.46864076404504,"d","VB-Offline","None",80,16,1065
-1.15005482053523,"a","VB-Stream","None",80,16,1065
-1.25195748190842,"d","VB-Stream","None",80,16,1065
-0.919041519992708,"a","MCMC","None",80,16,1065
-1.04580943410354,"d","MCMC","None",80,16,1065
-1.34476855173694,"a","VB-Offline","None",80,17,1065
-1.4724573047805,"d","VB-Offline","None",80,17,1065
-1.15737135546388,"a","VB-Stream","None",80,17,1065
-1.25851211164449,"d","VB-Stream","None",80,17,1065
-0.919041516801326,"a","MCMC","None",80,17,1065
-1.01813543581426,"d","MCMC","None",80,17,1065
-1.3512417695921,"a","VB-Offline","None",80,18,1065
-1.48805927987314,"d","VB-Offline","None",80,18,1065
-1.16454574254267,"a","VB-Stream","None",80,18,1065
-1.26466992586967,"d","VB-Stream","None",80,18,1065
-0.919041513378572,"a","MCMC","None",80,18,1065
-1.01277091559542,"d","MCMC","None",80,18,1065
-1.3647618696311,"a","VB-Offline","None",80,19,1065
-1.48530416708652,"d","VB-Offline","None",80,19,1065
-1.16852160943127,"a","VB-Stream","None",80,19,1065
-1.27020514079996,"d","VB-Stream","None",80,19,1065
-0.919041510316648,"a","MCMC","None",80,19,1065
-1.00946328955147,"d","MCMC","None",80,19,1065
-1.37426777930014,"a","VB-Offline","None",80,20,1065
-1.4973289826814,"d","VB-Offline","None",80,20,1065
-1.1706920322042,"a","VB-Stream","None",80,20,1065
-1.27612156215889,"d","VB-Stream","None",80,20,1065
-0.919041508524675,"a","MCMC","None",80,20,1065
-1.02211342190656,"d","MCMC","None",80,20,1065
-1.37775488177173,"a","VB-Offline","None",80,21,1065
-1.50235816897708,"d","VB-Offline","None",80,21,1065
-1.17765330900078,"a","VB-Stream","None",80,21,1065
-1.28039138566683,"d","VB-Stream","None",80,21,1065
-0.919041507801643,"a","MCMC","None",80,21,1065
-1.02305660089915,"d","MCMC","None",80,21,1065
-1.38322953437999,"a","VB-Offline","None",80,22,1065
-1.50556869406663,"d","VB-Offline","None",80,22,1065
-1.18026053369671,"a","VB-Stream","None",80,22,1065
-1.28528154253384,"d","VB-Stream","None",80,22,1065
-0.919206389497573,"a","MCMC","None",80,22,1065
-1.03494557111955,"d","MCMC","None",80,22,1065
-1.40108364261427,"a","VB-Offline","None",80,23,1065
-1.51531390243529,"d","VB-Offline","None",80,23,1065
-1.18460361451209,"a","VB-Stream","None",80,23,1065
-1.29104679511928,"d","VB-Stream","None",80,23,1065
-0.926981879908825,"a","MCMC","None",80,23,1065
-1.08215156905489,"d","MCMC","None",80,23,1065
-1.42951586723458,"a","VB-Offline","None",80,24,1065
-1.51889198323734,"d","VB-Offline","None",80,24,1065
-1.20410171458838,"a","VB-Stream","None",80,24,1065
-1.29684159636706,"d","VB-Stream","None",80,24,1065
-0.947566811695134,"a","MCMC","None",80,24,1065
-1.13067149659062,"d","MCMC","None",80,24,1065
-1.44568027827296,"a","VB-Offline","None",80,25,1065
-1.52135488038442,"d","VB-Offline","None",80,25,1065
-1.21170766348042,"a","VB-Stream","None",80,25,1065
-1.3041075319269,"d","VB-Stream","None",80,25,1065
-0.968305034304495,"a","MCMC","None",80,25,1065
-1.21958749361209,"d","MCMC","None",80,25,1065
-3.50348182149984,"a","VB-Offline","None",80,26,1065
-1.54510745097665,"d","VB-Offline","None",80,26,1065
-3.35698385888602,"a","VB-Stream","None",80,26,1065
-1.31322532651173,"d","VB-Stream","None",80,26,1065
-6.13872349363719,"a","MCMC","None",80,26,1065
-1.57378388264501,"d","MCMC","None",80,26,1065
-2.75123540745536,"a","VB-Offline","None",80,27,1065
-1.5328255595728,"d","VB-Offline","None",80,27,1065
-2.22333985668747,"a","VB-Stream","None",80,27,1065
-1.32319588375367,"d","VB-Stream","None",80,27,1065
-3.07072668187505,"a","MCMC","None",80,27,1065
-1.51450745592806,"d","MCMC","None",80,27,1065
-3.64571967119949,"a","VB-Offline","None",80,28,1065
-1.58378281277047,"d","VB-Offline","None",80,28,1065
-3.53724186936547,"a","VB-Stream","None",80,28,1065
-1.38247971290518,"d","VB-Stream","None",80,28,1065
-6.64334948123849,"a","MCMC","None",80,28,1065
-2.82943843609594,"d","MCMC","None",80,28,1065
-1.59124139395729,"a","VB-Offline","None",80,29,1065
-1.55501331686502,"d","VB-Offline","None",80,29,1065
-1.29698595394447,"a","VB-Stream","None",80,29,1065
-1.33046880617698,"d","VB-Stream","None",80,29,1065
-1.10110614930703,"a","MCMC","None",80,29,1065
-1.84006551920964,"d","MCMC","None",80,29,1065
-3.92759790013434,"a","VB-Offline","None",80,30,1065
-1.55039459795199,"d","VB-Offline","None",80,30,1065
-3.50434365512652,"a","VB-Stream","None",80,30,1065
-1.32953740591554,"d","VB-Stream","None",80,30,1065
-6.22321857201459,"a","MCMC","None",80,30,1065
-1.75602398916067,"d","MCMC","None",80,30,1065
-1.59706498368832,"a","VB-Offline","Single Hierarchy",80,1,1065
-1.38984633022184,"d","VB-Offline","Single Hierarchy",80,1,1065
-1.24760119620106,"a","VB-Stream","Single Hierarchy",80,1,1065
-0.93165071887856,"d","VB-Stream","Single Hierarchy",80,1,1065
-1.34622405262903,"a","MCMC","Single Hierarchy",80,1,1065
-2.81773402737352,"d","MCMC","Single Hierarchy",80,1,1065
-2.12601585474487,"a","VB-Offline","Single Hierarchy",80,2,1065
-4.02076591588092,"d","VB-Offline","Single Hierarchy",80,2,1065
-1.3353639748239,"a","VB-Stream","Single Hierarchy",80,2,1065
-1.30563935285247,"d","VB-Stream","Single Hierarchy",80,2,1065
-1.75897717879844,"a","MCMC","Single Hierarchy",80,2,1065
-17.5517845812379,"d","MCMC","Single Hierarchy",80,2,1065
-1.2570355925722,"a","VB-Offline","Single Hierarchy",80,3,1065
-4.84745753543475,"d","VB-Offline","Single Hierarchy",80,3,1065
-1.04741322917909,"a","VB-Stream","Single Hierarchy",80,3,1065
-1.46878841526907,"d","VB-Stream","Single Hierarchy",80,3,1065
-1.14597637146894,"a","MCMC","Single Hierarchy",80,3,1065
-23.8188549765983,"d","MCMC","Single Hierarchy",80,3,1065
-1.41726353126956,"a","VB-Offline","Single Hierarchy",80,4,1065
-3.24448724866704,"d","VB-Offline","Single Hierarchy",80,4,1065
-1.05631458102706,"a","VB-Stream","Single Hierarchy",80,4,1065
-1.21356748157337,"d","VB-Stream","Single Hierarchy",80,4,1065
-1.16011243080743,"a","MCMC","Single Hierarchy",80,4,1065
-12.7479191737498,"d","MCMC","Single Hierarchy",80,4,1065
-2.59213895188549,"a","VB-Offline","Single Hierarchy",80,5,1065
-1.06907764438481,"d","VB-Offline","Single Hierarchy",80,5,1065
-1.4491378319527,"a","VB-Stream","Single Hierarchy",80,5,1065
-0.958412217550384,"d","VB-Stream","Single Hierarchy",80,5,1065
-2.00547336327592,"a","MCMC","Single Hierarchy",80,5,1065
-1.01001483013989,"d","MCMC","Single Hierarchy",80,5,1065
-1.86482337926575,"a","VB-Offline","Single Hierarchy",80,6,1065
-2.13079409942368,"d","VB-Offline","Single Hierarchy",80,6,1065
-1.21150234294264,"a","VB-Stream","Single Hierarchy",80,6,1065
-1.09043441443138,"d","VB-Stream","Single Hierarchy",80,6,1065
-1.46286851212168,"a","MCMC","Single Hierarchy",80,6,1065
-3.16733511019053,"d","MCMC","Single Hierarchy",80,6,1065
-0.937271969261596,"a","VB-Offline","Single Hierarchy",80,7,1065
-1.58856174491712,"d","VB-Offline","Single Hierarchy",80,7,1065
-0.930851903869948,"a","VB-Stream","Single Hierarchy",80,7,1065
-1.03190984755463,"d","VB-Stream","Single Hierarchy",80,7,1065
-0.92842718051207,"a","MCMC","Single Hierarchy",80,7,1065
-1.76402296143008,"d","MCMC","Single Hierarchy",80,7,1065
-1.70037439965179,"a","VB-Offline","Single Hierarchy",80,8,1065
-1.43885186821935,"d","VB-Offline","Single Hierarchy",80,8,1065
-1.15179145101934,"a","VB-Stream","Single Hierarchy",80,8,1065
-1.00455870819528,"d","VB-Stream","Single Hierarchy",80,8,1065
-1.39521084792056,"a","MCMC","Single Hierarchy",80,8,1065
-1.50098556511812,"d","MCMC","Single Hierarchy",80,8,1065
-1.93096597336913,"a","VB-Offline","Single Hierarchy",80,9,1065
-1.23276816207842,"d","VB-Offline","Single Hierarchy",80,9,1065
-1.25199721328207,"a","VB-Stream","Single Hierarchy",80,9,1065
-0.994411657143619,"d","VB-Stream","Single Hierarchy",80,9,1065
-1.55473914174919,"a","MCMC","Single Hierarchy",80,9,1065
-1.18264109136459,"d","MCMC","Single Hierarchy",80,9,1065
-1.35897582421347,"a","VB-Offline","Single Hierarchy",80,10,1065
-1.09919095095836,"d","VB-Offline","Single Hierarchy",80,10,1065
-1.04637559552733,"a","VB-Stream","Single Hierarchy",80,10,1065
-0.978935925864964,"d","VB-Stream","Single Hierarchy",80,10,1065
-1.17121421821028,"a","MCMC","Single Hierarchy",80,10,1065
-1.04253163659269,"d","MCMC","Single Hierarchy",80,10,1065
-0.999414020168269,"a","VB-Offline","Single Hierarchy",80,11,1065
-1.07435163257139,"d","VB-Offline","Single Hierarchy",80,11,1065
-0.95717983962097,"a","VB-Stream","Single Hierarchy",80,11,1065
-0.984101338191431,"d","VB-Stream","Single Hierarchy",80,11,1065
-0.961266258773273,"a","MCMC","Single Hierarchy",80,11,1065
-1.03182341132523,"d","MCMC","Single Hierarchy",80,11,1065
-0.929258289434963,"a","VB-Offline","Single Hierarchy",80,12,1065
-1.08838766045448,"d","VB-Offline","Single Hierarchy",80,12,1065
-0.93958005863255,"a","VB-Stream","Single Hierarchy",80,12,1065
-0.98439249961273,"d","VB-Stream","Single Hierarchy",80,12,1065
-0.919507108249618,"a","MCMC","Single Hierarchy",80,12,1065
-1.05421747666196,"d","MCMC","Single Hierarchy",80,12,1065
-0.947371003323121,"a","VB-Offline","Single Hierarchy",80,13,1065
-1.08158975233636,"d","VB-Offline","Single Hierarchy",80,13,1065
-0.946062199782473,"a","VB-Stream","Single Hierarchy",80,13,1065
-0.989888194904564,"d","VB-Stream","Single Hierarchy",80,13,1065
-0.927288515309902,"a","MCMC","Single Hierarchy",80,13,1065
-1.05602935401978,"d","MCMC","Single Hierarchy",80,13,1065
-0.928610797447134,"a","VB-Offline","Single Hierarchy",80,14,1065
-1.06468332742308,"d","VB-Offline","Single Hierarchy",80,14,1065
-0.94574062813493,"a","VB-Stream","Single Hierarchy",80,14,1065
-0.987280927487415,"d","VB-Stream","Single Hierarchy",80,14,1065
-0.919045444839935,"a","MCMC","Single Hierarchy",80,14,1065
-1.04340682718342,"d","MCMC","Single Hierarchy",80,14,1065
-0.929022785825467,"a","VB-Offline","Single Hierarchy",80,15,1065
-1.04081093682893,"d","VB-Offline","Single Hierarchy",80,15,1065
-0.94790344096278,"a","VB-Stream","Single Hierarchy",80,15,1065
-0.990192432942303,"d","VB-Stream","Single Hierarchy",80,15,1065
-0.919045428189047,"a","MCMC","Single Hierarchy",80,15,1065
-1.02098134907746,"d","MCMC","Single Hierarchy",80,15,1065
-0.929434013494647,"a","VB-Offline","Single Hierarchy",80,16,1065
-1.05011096359778,"d","VB-Offline","Single Hierarchy",80,16,1065
-0.950245569942408,"a","VB-Stream","Single Hierarchy",80,16,1065
-0.990452033370022,"d","VB-Stream","Single Hierarchy",80,16,1065
-0.919045423856321,"a","MCMC","Single Hierarchy",80,16,1065
-1.03600076548453,"d","MCMC","Single Hierarchy",80,16,1065
-0.929842045669038,"a","VB-Offline","Single Hierarchy",80,17,1065
-1.01581797585592,"d","VB-Offline","Single Hierarchy",80,17,1065
-0.952023266338951,"a","VB-Stream","Single Hierarchy",80,17,1065
-0.99163744683968,"d","VB-Stream","Single Hierarchy",80,17,1065
-0.919045425175617,"a","MCMC","Single Hierarchy",80,17,1065
-0.999244339313402,"d","MCMC","Single Hierarchy",80,17,1065
-0.930244131151791,"a","VB-Offline","Single Hierarchy",80,18,1065
-1.00626324595733,"d","VB-Offline","Single Hierarchy",80,18,1065
-0.954186051645899,"a","VB-Stream","Single Hierarchy",80,18,1065
-0.991101818936553,"d","VB-Stream","Single Hierarchy",80,18,1065
-0.919045426570688,"a","MCMC","Single Hierarchy",80,18,1065
-0.991357496795114,"d","MCMC","Single Hierarchy",80,18,1065
-0.930639150135265,"a","VB-Offline","Single Hierarchy",80,19,1065
-1.0022373433188,"d","VB-Offline","Single Hierarchy",80,19,1065
-0.955926887923518,"a","VB-Stream","Single Hierarchy",80,19,1065
-0.993575562652508,"d","VB-Stream","Single Hierarchy",80,19,1065
-0.919045426904171,"a","MCMC","Single Hierarchy",80,19,1065
-0.987201242675445,"d","MCMC","Single Hierarchy",80,19,1065
-0.931028036788872,"a","VB-Offline","Single Hierarchy",80,20,1065
-0.992357491282433,"d","VB-Offline","Single Hierarchy",80,20,1065
-0.958130066291298,"a","VB-Stream","Single Hierarchy",80,20,1065
-0.993565657058551,"d","VB-Stream","Single Hierarchy",80,20,1065
-0.919045426770599,"a","MCMC","Single Hierarchy",80,20,1065
-0.994303594651449,"d","MCMC","Single Hierarchy",80,20,1065
-0.931412014133304,"a","VB-Offline","Single Hierarchy",80,21,1065
-0.991891522971448,"d","VB-Offline","Single Hierarchy",80,21,1065
-0.959911587756549,"a","VB-Stream","Single Hierarchy",80,21,1065
-0.995122771963964,"d","VB-Stream","Single Hierarchy",80,21,1065
-0.919045426648391,"a","MCMC","Single Hierarchy",80,21,1065
-0.994786142195479,"d","MCMC","Single Hierarchy",80,21,1065
-0.931485904448625,"a","VB-Offline","Single Hierarchy",80,22,1065
-0.993610471862725,"d","VB-Offline","Single Hierarchy",80,22,1065
-0.961781392257546,"a","VB-Stream","Single Hierarchy",80,22,1065
-0.99642941476532,"d","VB-Stream","Single Hierarchy",80,22,1065
-0.91921658774933,"a","MCMC","Single Hierarchy",80,22,1065
-1.0055399936264,"d","MCMC","Single Hierarchy",80,22,1065
-0.950105915068568,"a","VB-Offline","Single Hierarchy",80,23,1065
-1.00618845065528,"d","VB-Offline","Single Hierarchy",80,23,1065
-0.967422310321721,"a","VB-Stream","Single Hierarchy",80,23,1065
-0.998292929698986,"d","VB-Stream","Single Hierarchy",80,23,1065
-0.927288221565458,"a","MCMC","Single Hierarchy",80,23,1065
-1.051180100704,"d","MCMC","Single Hierarchy",80,23,1065
-0.993412924308965,"a","VB-Offline","Single Hierarchy",80,24,1065
-1.02277171489488,"d","VB-Offline","Single Hierarchy",80,24,1065
-0.982620199955001,"a","VB-Stream","Single Hierarchy",80,24,1065
-1.00148318856536,"d","VB-Stream","Single Hierarchy",80,24,1065
-0.948658597797057,"a","MCMC","Single Hierarchy",80,24,1065
-1.09961717356023,"d","MCMC","Single Hierarchy",80,24,1065
-1.03562852649196,"a","VB-Offline","Single Hierarchy",80,25,1065
-1.05484401928253,"d","VB-Offline","Single Hierarchy",80,25,1065
-0.991332261027941,"a","VB-Stream","Single Hierarchy",80,25,1065
-1.0039842474129,"d","VB-Stream","Single Hierarchy",80,25,1065
-0.970190191108856,"a","MCMC","Single Hierarchy",80,25,1065
-1.18964515786654,"d","MCMC","Single Hierarchy",80,25,1065
-5.8439483904068,"a","VB-Offline","Single Hierarchy",80,26,1065
-1.28343456979252,"d","VB-Offline","Single Hierarchy",80,26,1065
-3.41414876283351,"a","VB-Stream","Single Hierarchy",80,26,1065
-1.02321613481005,"d","VB-Stream","Single Hierarchy",80,26,1065
-6.39753692262351,"a","MCMC","Single Hierarchy",80,26,1065
-1.63577016345074,"d","MCMC","Single Hierarchy",80,26,1065
-3.70974029390839,"a","VB-Offline","Single Hierarchy",80,27,1065
-1.16493554638019,"d","VB-Offline","Single Hierarchy",80,27,1065
-2.06867509880879,"a","VB-Stream","Single Hierarchy",80,27,1065
-1.01478562288549,"d","VB-Stream","Single Hierarchy",80,27,1065
-3.1636938389818,"a","MCMC","Single Hierarchy",80,27,1065
-1.49286105962575,"d","MCMC","Single Hierarchy",80,27,1065
-5.94279255552669,"a","VB-Offline","Single Hierarchy",80,28,1065
-1.61139664508368,"d","VB-Offline","Single Hierarchy",80,28,1065
-3.63450849535674,"a","VB-Stream","Single Hierarchy",80,28,1065
-1.06261507031428,"d","VB-Stream","Single Hierarchy",80,28,1065
-6.93248597996709,"a","MCMC","Single Hierarchy",80,28,1065
-2.86873200175043,"d","MCMC","Single Hierarchy",80,28,1065
-1.27301134946576,"a","VB-Offline","Single Hierarchy",80,29,1065
-1.38373230775816,"d","VB-Offline","Single Hierarchy",80,29,1065
-1.06914231863886,"a","VB-Stream","Single Hierarchy",80,29,1065
-1.03926239207582,"d","VB-Stream","Single Hierarchy",80,29,1065
-1.10812121294653,"a","MCMC","Single Hierarchy",80,29,1065
-1.93482012296797,"d","MCMC","Single Hierarchy",80,29,1065
-6.33610935860264,"a","VB-Offline","Single Hierarchy",80,30,1065
-1.34561244561419,"d","VB-Offline","Single Hierarchy",80,30,1065
-3.6214709422515,"a","VB-Stream","Single Hierarchy",80,30,1065
-1.03217007918987,"d","VB-Stream","Single Hierarchy",80,30,1065
-6.48705500365657,"a","MCMC","Single Hierarchy",80,30,1065
-1.83763180513117,"d","MCMC","Single Hierarchy",80,30,1065
-0.952366373759226,"a","VB-Offline","Finite Mixture",80,1,1065
-1.00412560124243,"d","VB-Offline","Finite Mixture",80,1,1065
-1.25908203771878,"a","VB-Stream","Finite Mixture",80,1,1065
-1.00181884440682,"d","VB-Stream","Finite Mixture",80,1,1065
-1.34159935908396,"a","MCMC","Finite Mixture",80,1,1065
-2.97130846233958,"d","MCMC","Finite Mixture",80,1,1065
-0.994257656630534,"a","VB-Offline","Finite Mixture",80,2,1065
-1.36811772999612,"d","VB-Offline","Finite Mixture",80,2,1065
-1.32401057594274,"a","VB-Stream","Finite Mixture",80,2,1065
-1.37638349688675,"d","VB-Stream","Finite Mixture",80,2,1065
-1.68319293864089,"a","MCMC","Finite Mixture",80,2,1065
-19.7254829740185,"d","MCMC","Finite Mixture",80,2,1065
-1.16585082026235,"a","VB-Offline","Finite Mixture",80,3,1065
-1.56611290706897,"d","VB-Offline","Finite Mixture",80,3,1065
-1.43252900652744,"a","VB-Stream","Finite Mixture",80,3,1065
-1.49723709482868,"d","VB-Stream","Finite Mixture",80,3,1065
-1.11673654649002,"a","MCMC","Finite Mixture",80,3,1065
-27.0922676232444,"d","MCMC","Finite Mixture",80,3,1065
-1.34137616861595,"a","VB-Offline","Finite Mixture",80,4,1065
-1.79691811909234,"d","VB-Offline","Finite Mixture",80,4,1065
-1.48323374370986,"a","VB-Stream","Finite Mixture",80,4,1065
-1.69119253886295,"d","VB-Stream","Finite Mixture",80,4,1065
-1.14206020448043,"a","MCMC","Finite Mixture",80,4,1065
-14.2622253337704,"d","MCMC","Finite Mixture",80,4,1065
-1.54919745981571,"a","VB-Offline","Finite Mixture",80,5,1065
-1.88235835715502,"d","VB-Offline","Finite Mixture",80,5,1065
-1.75306039960172,"a","VB-Stream","Finite Mixture",80,5,1065
-1.64628954135938,"d","VB-Stream","Finite Mixture",80,5,1065
-1.90335452300556,"a","MCMC","Finite Mixture",80,5,1065
-0.982262804674251,"d","MCMC","Finite Mixture",80,5,1065
-1.67856722573256,"a","VB-Offline","Finite Mixture",80,6,1065
-2.03577142654391,"d","VB-Offline","Finite Mixture",80,6,1065
-1.77940039271539,"a","VB-Stream","Finite Mixture",80,6,1065
-1.78326652100889,"d","VB-Stream","Finite Mixture",80,6,1065
-1.40969457558664,"a","MCMC","Finite Mixture",80,6,1065
-3.62270260411516,"d","MCMC","Finite Mixture",80,6,1065
-1.8073793274882,"a","VB-Offline","Finite Mixture",80,7,1065
-2.15737823325981,"d","VB-Offline","Finite Mixture",80,7,1065
-1.68467258530222,"a","VB-Stream","Finite Mixture",80,7,1065
-1.87195169905771,"d","VB-Stream","Finite Mixture",80,7,1065
-0.927500683641974,"a","MCMC","Finite Mixture",80,7,1065
-1.96872543684447,"d","MCMC","Finite Mixture",80,7,1065
-1.91556186446255,"a","VB-Offline","Finite Mixture",80,8,1065
-2.28935228798768,"d","VB-Offline","Finite Mixture",80,8,1065
-1.8610705935403,"a","VB-Stream","Finite Mixture",80,8,1065
-1.93533616534931,"d","VB-Stream","Finite Mixture",80,8,1065
-1.34819591372115,"a","MCMC","Finite Mixture",80,8,1065
-1.65301706020869,"d","MCMC","Finite Mixture",80,8,1065
-2.04424720254936,"a","VB-Offline","Finite Mixture",80,9,1065
-2.3579374410021,"d","VB-Offline","Finite Mixture",80,9,1065
-2.05077405267501,"a","VB-Stream","Finite Mixture",80,9,1065
-1.99547915860075,"d","VB-Stream","Finite Mixture",80,9,1065
-1.49194734544469,"a","MCMC","Finite Mixture",80,9,1065
-1.249123137758,"d","MCMC","Finite Mixture",80,9,1065
-2.08488504119792,"a","VB-Offline","Finite Mixture",80,10,1065
-2.44169797605411,"d","VB-Offline","Finite Mixture",80,10,1065
-1.91215317381121,"a","VB-Stream","Finite Mixture",80,10,1065
-2.04790219471315,"d","VB-Stream","Finite Mixture",80,10,1065
-1.14620492344732,"a","MCMC","Finite Mixture",80,10,1065
-1.05097161090906,"d","MCMC","Finite Mixture",80,10,1065
-2.17446962812494,"a","VB-Offline","Finite Mixture",80,11,1065
-2.53173392302745,"d","VB-Offline","Finite Mixture",80,11,1065
-1.90542183235657,"a","VB-Stream","Finite Mixture",80,11,1065
-2.07671076438704,"d","VB-Stream","Finite Mixture",80,11,1065
-0.957060632277079,"a","MCMC","Finite Mixture",80,11,1065
-1.03265055805695,"d","MCMC","Finite Mixture",80,11,1065
-2.20705460929149,"a","VB-Offline","Finite Mixture",80,12,1065
-2.57460065084454,"d","VB-Offline","Finite Mixture",80,12,1065
-1.86564293244894,"a","VB-Stream","Finite Mixture",80,12,1065
-2.13737185376184,"d","VB-Stream","Finite Mixture",80,12,1065
-0.919451020188233,"a","MCMC","Finite Mixture",80,12,1065
-1.06825953430302,"d","MCMC","Finite Mixture",80,12,1065
-2.26101662799929,"a","VB-Offline","Finite Mixture",80,13,1065
-2.60981499906813,"d","VB-Offline","Finite Mixture",80,13,1065
-1.91456930488004,"a","VB-Stream","Finite Mixture",80,13,1065
-2.17152522792729,"d","VB-Stream","Finite Mixture",80,13,1065
-0.92646060872571,"a","MCMC","Finite Mixture",80,13,1065
-1.0705760467977,"d","MCMC","Finite Mixture",80,13,1065
-2.28739101889644,"a","VB-Offline","Finite Mixture",80,14,1065
-2.67659338222745,"d","VB-Offline","Finite Mixture",80,14,1065
-1.92704314895166,"a","VB-Stream","Finite Mixture",80,14,1065
-2.18225013427929,"d","VB-Stream","Finite Mixture",80,14,1065
-0.919034859891653,"a","MCMC","Finite Mixture",80,14,1065
-1.05164901149019,"d","MCMC","Finite Mixture",80,14,1065
-2.34160614880379,"a","VB-Offline","Finite Mixture",80,15,1065
-2.65421504464432,"d","VB-Offline","Finite Mixture",80,15,1065
-1.93958369188861,"a","VB-Stream","Finite Mixture",80,15,1065
-2.20614099108805,"d","VB-Stream","Finite Mixture",80,15,1065
-0.919034843207773,"a","MCMC","Finite Mixture",80,15,1065
-1.0174076394512,"d","MCMC","Finite Mixture",80,15,1065
-2.36907493843541,"a","VB-Offline","Finite Mixture",80,16,1065
-2.70116690987696,"d","VB-Offline","Finite Mixture",80,16,1065
-1.94026286436165,"a","VB-Stream","Finite Mixture",80,16,1065
-2.23729714349427,"d","VB-Stream","Finite Mixture",80,16,1065
-0.919034833833897,"a","MCMC","Finite Mixture",80,16,1065
-1.04094030499107,"d","MCMC","Finite Mixture",80,16,1065
-2.38225574888039,"a","VB-Offline","Finite Mixture",80,17,1065
-2.73312920996643,"d","VB-Offline","Finite Mixture",80,17,1065
-1.98096865607443,"a","VB-Stream","Finite Mixture",80,17,1065
-2.26035671819405,"d","VB-Stream","Finite Mixture",80,17,1065
-0.919034828866589,"a","MCMC","Finite Mixture",80,17,1065
-0.983261417705561,"d","MCMC","Finite Mixture",80,17,1065
-2.40756386843771,"a","VB-Offline","Finite Mixture",80,18,1065
-2.75548790055329,"d","VB-Offline","Finite Mixture",80,18,1065
-1.97040474730133,"a","VB-Stream","Finite Mixture",80,18,1065
-2.26359834188982,"d","VB-Stream","Finite Mixture",80,18,1065
-0.919034826315094,"a","MCMC","Finite Mixture",80,18,1065
-0.969759417267366,"d","MCMC","Finite Mixture",80,18,1065
-2.45057819937327,"a","VB-Offline","Finite Mixture",80,19,1065
-2.76933613356523,"d","VB-Offline","Finite Mixture",80,19,1065
-1.99720668213077,"a","VB-Stream","Finite Mixture",80,19,1065
-2.28764918920569,"d","VB-Stream","Finite Mixture",80,19,1065
-0.919034824983892,"a","MCMC","Finite Mixture",80,19,1065
-0.964083826239679,"d","MCMC","Finite Mixture",80,19,1065
-2.47246597393616,"a","VB-Offline","Finite Mixture",80,20,1065
-2.79701902244518,"d","VB-Offline","Finite Mixture",80,20,1065
-1.99843088882837,"a","VB-Stream","Finite Mixture",80,20,1065
-2.31742842443102,"d","VB-Stream","Finite Mixture",80,20,1065
-0.919034824254342,"a","MCMC","Finite Mixture",80,20,1065
-0.957741027261901,"d","MCMC","Finite Mixture",80,20,1065
-2.50552116866982,"a","VB-Offline","Finite Mixture",80,21,1065
-2.80812225749979,"d","VB-Offline","Finite Mixture",80,21,1065
-2.01257608389527,"a","VB-Stream","Finite Mixture",80,21,1065
-2.32148927130181,"d","VB-Stream","Finite Mixture",80,21,1065
-0.919034823836606,"a","MCMC","Finite Mixture",80,21,1065
-0.957749090493896,"d","MCMC","Finite Mixture",80,21,1065
-2.52663541081897,"a","VB-Offline","Finite Mixture",80,22,1065
-2.80930823187664,"d","VB-Offline","Finite Mixture",80,22,1065
-2.01320071852527,"a","VB-Stream","Finite Mixture",80,22,1065
-2.34336816092269,"d","VB-Stream","Finite Mixture",80,22,1065
-0.919189005431097,"a","MCMC","Finite Mixture",80,22,1065
-0.966094326589655,"d","MCMC","Finite Mixture",80,22,1065
-2.52846488154436,"a","VB-Offline","Finite Mixture",80,23,1065
-2.84129168113347,"d","VB-Offline","Finite Mixture",80,23,1065
-2.04482675871015,"a","VB-Stream","Finite Mixture",80,23,1065
-2.35628713399769,"d","VB-Stream","Finite Mixture",80,23,1065
-0.926460035186076,"a","MCMC","Finite Mixture",80,23,1065
-1.00739769470087,"d","MCMC","Finite Mixture",80,23,1065
-2.55041471124809,"a","VB-Offline","Finite Mixture",80,24,1065
-2.8599987657522,"d","VB-Offline","Finite Mixture",80,24,1065
-2.06683323184429,"a","VB-Stream","Finite Mixture",80,24,1065
-2.35720539580694,"d","VB-Stream","Finite Mixture",80,24,1065
-0.945711327509581,"a","MCMC","Finite Mixture",80,24,1065
-1.05513104679005,"d","MCMC","Finite Mixture",80,24,1065
-2.56215909984051,"a","VB-Offline","Finite Mixture",80,25,1065
-2.85823508206177,"d","VB-Offline","Finite Mixture",80,25,1065
-2.09831932924743,"a","VB-Stream","Finite Mixture",80,25,1065
