"logscore","variable","method","prior","S","h","id"
-1.01634385388353,"a","VB-Offline","None",10,29,1065
-2.95104152798511,"d","VB-Offline","None",10,29,1065
-1.01634385388353,"a","VB-Stream","None",10,29,1065
-2.95104152798511,"d","VB-Stream","None",10,29,1065
-1.49043537523428,"a","MCMC","None",10,29,1065
-Inf,"d","MCMC","None",10,29,1065
-1.0105808602828,"a","VB-Offline","None",10,30,1065
-3.60756638892087,"d","VB-Offline","None",10,30,1065
-1.0105808602828,"a","VB-Stream","None",10,30,1065
-3.60756638892087,"d","VB-Stream","None",10,30,1065
-1.41797499500511,"a","MCMC","None",10,30,1065
-Inf,"d","MCMC","None",10,30,1065
-1.19923559091587,"a","VB-Offline","Single Hierarchy",10,1,1065
-0.926601635121339,"d","VB-Offline","Single Hierarchy",10,1,1065
-1.19923559091587,"a","VB-Stream","Single Hierarchy",10,1,1065
-0.926601635121339,"d","VB-Stream","Single Hierarchy",10,1,1065
-2.04308853373371,"a","MCMC","Single Hierarchy",10,1,1065
-1.65408572730525,"d","MCMC","Single Hierarchy",10,1,1065
-1.15735064669743,"a","VB-Offline","Single Hierarchy",10,2,1065
-0.928557336455023,"d","VB-Offline","Single Hierarchy",10,2,1065
-1.15735064669743,"a","VB-Stream","Single Hierarchy",10,2,1065
-0.928557336455023,"d","VB-Stream","Single Hierarchy",10,2,1065
-2.13640664811215,"a","MCMC","Single Hierarchy",10,2,1065
-1.74164729430989,"d","MCMC","Single Hierarchy",10,2,1065
-2.05789307770816,"a","VB-Offline","Single Hierarchy",10,3,1065
-0.940844348228238,"d","VB-Offline","Single Hierarchy",10,3,1065
-2.05789307770816,"a","VB-Stream","Single Hierarchy",10,3,1065
-0.940844348228238,"d","VB-Stream","Single Hierarchy",10,3,1065
-4.65043352711682,"a","MCMC","Single Hierarchy",10,3,1065
-2.33386159000766,"d","MCMC","Single Hierarchy",10,3,1065
-1.72837541714586,"a","VB-Offline","Single Hierarchy",10,4,1065
-0.952396372393495,"d","VB-Offline","Single Hierarchy",10,4,1065
-1.72837541714586,"a","VB-Stream","Single Hierarchy",10,4,1065
-0.952396372393495,"d","VB-Stream","Single Hierarchy",10,4,1065
-3.59597618773885,"a","MCMC","Single Hierarchy",10,4,1065
-2.75529955235553,"d","MCMC","Single Hierarchy",10,4,1065
-1.84553098997435,"a","VB-Offline","Single Hierarchy",10,5,1065
-0.940887081521339,"d","VB-Offline","Single Hierarchy",10,5,1065
-1.84553098997435,"a","VB-Stream","Single Hierarchy",10,5,1065
-0.940887081521339,"d","VB-Stream","Single Hierarchy",10,5,1065
-3.85085214525632,"a","MCMC","Single Hierarchy",10,5,1065
-2.18402936956236,"d","MCMC","Single Hierarchy",10,5,1065
-0.933277687782461,"a","VB-Offline","Single Hierarchy",10,6,1065
-0.9546853887784,"d","VB-Offline","Single Hierarchy",10,6,1065
-0.933277687782461,"a","VB-Stream","Single Hierarchy",10,6,1065
-0.9546853887784,"d","VB-Stream","Single Hierarchy",10,6,1065
-0.981830123022379,"a","MCMC","Single Hierarchy",10,6,1065
-2.06838045268971,"d","MCMC","Single Hierarchy",10,6,1065
-1.24921845855052,"a","VB-Offline","Single Hierarchy",10,7,1065
-0.951733597309891,"d","VB-Offline","Single Hierarchy",10,7,1065
-1.24921845855052,"a","VB-Stream","Single Hierarchy",10,7,1065
-0.951733597309891,"d","VB-Stream","Single Hierarchy",10,7,1065
-1.91357197351845,"a","MCMC","Single Hierarchy",10,7,1065
-2.0013204389784,"d","MCMC","Single Hierarchy",10,7,1065
-1.15961908277915,"a","VB-Offline","Single Hierarchy",10,8,1065
-0.928680296486482,"d","VB-Offline","Single Hierarchy",10,8,1065
-1.15961908277915,"a","VB-Stream","Single Hierarchy",10,8,1065
-0.928680296486482,"d","VB-Stream","Single Hierarchy",10,8,1065
-1.65094237457,"a","MCMC","Single Hierarchy",10,8,1065
-1.25864921462119,"d","MCMC","Single Hierarchy",10,8,1065
-0.968819776073788,"a","VB-Offline","Single Hierarchy",10,9,1065
-0.977642298542212,"d","VB-Offline","Single Hierarchy",10,9,1065
-0.968819776073788,"a","VB-Stream","Single Hierarchy",10,9,1065
-0.977642298542212,"d","VB-Stream","Single Hierarchy",10,9,1065
-1.09410967940322,"a","MCMC","Single Hierarchy",10,9,1065
-2.78073595652893,"d","MCMC","Single Hierarchy",10,9,1065
-1.36556576746928,"a","VB-Offline","Single Hierarchy",10,10,1065
-1.12592904706768,"d","VB-Offline","Single Hierarchy",10,10,1065
-1.36556576746928,"a","VB-Stream","Single Hierarchy",10,10,1065
-1.12592904706768,"d","VB-Stream","Single Hierarchy",10,10,1065
-2.35197514012917,"a","MCMC","Single Hierarchy",10,10,1065
-4.93082980056476,"d","MCMC","Single Hierarchy",10,10,1065
-2.27983508897766,"a","VB-Offline","Single Hierarchy",10,11,1065
-0.95093129620804,"d","VB-Offline","Single Hierarchy",10,11,1065
-2.27983508897766,"a","VB-Stream","Single Hierarchy",10,11,1065
-0.95093129620804,"d","VB-Stream","Single Hierarchy",10,11,1065
-4.97866580758528,"a","MCMC","Single Hierarchy",10,11,1065
-2.28527923288489,"d","MCMC","Single Hierarchy",10,11,1065
-1.73993236385608,"a","VB-Offline","Single Hierarchy",10,12,1065
-1.1203945763372,"d","VB-Offline","Single Hierarchy",10,12,1065
-1.73993236385608,"a","VB-Stream","Single Hierarchy",10,12,1065
-1.1203945763372,"d","VB-Stream","Single Hierarchy",10,12,1065
-3.44494704212151,"a","MCMC","Single Hierarchy",10,12,1065
-8.10404154390276,"d","MCMC","Single Hierarchy",10,12,1065
-2.26574874794754,"a","VB-Offline","Single Hierarchy",10,13,1065
-1.70695069113567,"d","VB-Offline","Single Hierarchy",10,13,1065
-2.26574874794754,"a","VB-Stream","Single Hierarchy",10,13,1065
-1.70695069113567,"d","VB-Stream","Single Hierarchy",10,13,1065
-4.93150376392905,"a","MCMC","Single Hierarchy",10,13,1065
-27.499229121737,"d","MCMC","Single Hierarchy",10,13,1065
-1.17145443471251,"a","VB-Offline","Single Hierarchy",10,14,1065
-2.09355566559716,"d","VB-Offline","Single Hierarchy",10,14,1065
-1.17145443471251,"a","VB-Stream","Single Hierarchy",10,14,1065
-2.09355566559716,"d","VB-Stream","Single Hierarchy",10,14,1065
-1.73833931091469,"a","MCMC","Single Hierarchy",10,14,1065
-41.441558932643,"d","MCMC","Single Hierarchy",10,14,1065
-0.921581337092727,"a","VB-Offline","Single Hierarchy",10,15,1065
-1.92802443785273,"d","VB-Offline","Single Hierarchy",10,15,1065
-0.921581337092727,"a","VB-Stream","Single Hierarchy",10,15,1065
-1.92802443785273,"d","VB-Stream","Single Hierarchy",10,15,1065
-0.923227409725131,"a","MCMC","Single Hierarchy",10,15,1065
-35.0944609802306,"d","MCMC","Single Hierarchy",10,15,1065
-0.939233045982112,"a","VB-Offline","Single Hierarchy",10,16,1065
-1.91800971051116,"d","VB-Offline","Single Hierarchy",10,16,1065
-0.939233045982112,"a","VB-Stream","Single Hierarchy",10,16,1065
-1.91800971051116,"d","VB-Stream","Single Hierarchy",10,16,1065
-0.978146593298413,"a","MCMC","Single Hierarchy",10,16,1065
-34.5930892315293,"d","MCMC","Single Hierarchy",10,16,1065
-0.922445813649456,"a","VB-Offline","Single Hierarchy",10,17,1065
-1.90808060278999,"d","VB-Offline","Single Hierarchy",10,17,1065
-0.922445813649456,"a","VB-Stream","Single Hierarchy",10,17,1065
-1.90808060278999,"d","VB-Stream","Single Hierarchy",10,17,1065
-0.924369798950451,"a","MCMC","Single Hierarchy",10,17,1065
-34.1011125078566,"d","MCMC","Single Hierarchy",10,17,1065
-0.922353329062522,"a","VB-Offline","Single Hierarchy",10,18,1065
-1.91000384494694,"d","VB-Offline","Single Hierarchy",10,18,1065
-0.922353329062522,"a","VB-Stream","Single Hierarchy",10,18,1065
-1.91000384494694,"d","VB-Stream","Single Hierarchy",10,18,1065
-0.925491155925684,"a","MCMC","Single Hierarchy",10,18,1065
-34.036357984183,"d","MCMC","Single Hierarchy",10,18,1065
-0.920922156141453,"a","VB-Offline","Single Hierarchy",10,19,1065
-1.92366676340276,"d","VB-Offline","Single Hierarchy",10,19,1065
-0.920922156141453,"a","VB-Stream","Single Hierarchy",10,19,1065
-1.92366676340276,"d","VB-Stream","Single Hierarchy",10,19,1065
-0.919684218718303,"a","MCMC","Single Hierarchy",10,19,1065
-34.3954605349913,"d","MCMC","Single Hierarchy",10,19,1065
-0.934751782440499,"a","VB-Offline","Single Hierarchy",10,20,1065
-1.96096127438628,"d","VB-Offline","Single Hierarchy",10,20,1065
-0.934751782440499,"a","VB-Stream","Single Hierarchy",10,20,1065
-1.96096127438628,"d","VB-Stream","Single Hierarchy",10,20,1065
-0.964123888374403,"a","MCMC","Single Hierarchy",10,20,1065
-35.610049713852,"d","MCMC","Single Hierarchy",10,20,1065
-0.955344303499689,"a","VB-Offline","Single Hierarchy",10,21,1065
-1.75480508014687,"d","VB-Offline","Single Hierarchy",10,21,1065
-0.955344303499689,"a","VB-Stream","Single Hierarchy",10,21,1065
-1.75480508014687,"d","VB-Stream","Single Hierarchy",10,21,1065
-1.03134934273971,"a","MCMC","Single Hierarchy",10,21,1065
-28.2683713946433,"d","MCMC","Single Hierarchy",10,21,1065
-0.952257726691771,"a","VB-Offline","Single Hierarchy",10,22,1065
-1.26358962576359,"d","VB-Offline","Single Hierarchy",10,22,1065
-0.952257726691771,"a","VB-Stream","Single Hierarchy",10,22,1065
-1.26358962576359,"d","VB-Stream","Single Hierarchy",10,22,1065
-1.02133237266994,"a","MCMC","Single Hierarchy",10,22,1065
-12.0230248181139,"d","MCMC","Single Hierarchy",10,22,1065
-0.92328061762144,"a","VB-Offline","Single Hierarchy",10,23,1065
-0.963480160447729,"d","VB-Offline","Single Hierarchy",10,23,1065
-0.92328061762144,"a","VB-Stream","Single Hierarchy",10,23,1065
-0.963480160447729,"d","VB-Stream","Single Hierarchy",10,23,1065
-0.926886914232163,"a","MCMC","Single Hierarchy",10,23,1065
-1.80661567538642,"d","MCMC","Single Hierarchy",10,23,1065
-0.923349275064784,"a","VB-Offline","Single Hierarchy",10,24,1065
-0.972996496846266,"d","VB-Offline","Single Hierarchy",10,24,1065
-0.923349275064784,"a","VB-Stream","Single Hierarchy",10,24,1065
-0.972996496846266,"d","VB-Stream","Single Hierarchy",10,24,1065
-0.928232017645574,"a","MCMC","Single Hierarchy",10,24,1065
-2.11224139672564,"d","MCMC","Single Hierarchy",10,24,1065
-0.923383466610326,"a","VB-Offline","Single Hierarchy",10,25,1065
-0.990252042869339,"d","VB-Offline","Single Hierarchy",10,25,1065
-0.923383466610326,"a","VB-Stream","Single Hierarchy",10,25,1065
-0.990252042869339,"d","VB-Stream","Single Hierarchy",10,25,1065
-0.928232017641798,"a","MCMC","Single Hierarchy",10,25,1065
-2.63983081884066,"d","MCMC","Single Hierarchy",10,25,1065
-0.927904155648123,"a","VB-Offline","Single Hierarchy",10,26,1065
-0.976273048210704,"d","VB-Offline","Single Hierarchy",10,26,1065
-0.927904155648123,"a","VB-Stream","Single Hierarchy",10,26,1065
-0.976273048210704,"d","VB-Stream","Single Hierarchy",10,26,1065
-0.941716764815425,"a","MCMC","Single Hierarchy",10,26,1065
-2.12991045706084,"d","MCMC","Single Hierarchy",10,26,1065
-0.962224603630921,"a","VB-Offline","Single Hierarchy",10,27,1065
-0.977459670969874,"d","VB-Offline","Single Hierarchy",10,27,1065
-0.962224603630921,"a","VB-Stream","Single Hierarchy",10,27,1065
-0.977459670969874,"d","VB-Stream","Single Hierarchy",10,27,1065
-1.05802873200755,"a","MCMC","Single Hierarchy",10,27,1065
-2.13724279713455,"d","MCMC","Single Hierarchy",10,27,1065
-1.11230281123219,"a","VB-Offline","Single Hierarchy",10,28,1065
-0.990606148570203,"d","VB-Offline","Single Hierarchy",10,28,1065
-1.11230281123219,"a","VB-Stream","Single Hierarchy",10,28,1065
-0.990606148570203,"d","VB-Stream","Single Hierarchy",10,28,1065
-1.54331196917432,"a","MCMC","Single Hierarchy",10,28,1065
-2.56652477938399,"d","MCMC","Single Hierarchy",10,28,1065
-0.95265596633008,"a","VB-Offline","Single Hierarchy",10,29,1065
-0.998446722356067,"d","VB-Offline","Single Hierarchy",10,29,1065
-0.95265596633008,"a","VB-Stream","Single Hierarchy",10,29,1065
-0.998446722356067,"d","VB-Stream","Single Hierarchy",10,29,1065
-1.02597444044913,"a","MCMC","Single Hierarchy",10,29,1065
-2.79757561719719,"d","MCMC","Single Hierarchy",10,29,1065
-0.949362365865514,"a","VB-Offline","Single Hierarchy",10,30,1065
-1.22390414564852,"d","VB-Offline","Single Hierarchy",10,30,1065
-0.949362365865514,"a","VB-Stream","Single Hierarchy",10,30,1065
-1.22390414564852,"d","VB-Stream","Single Hierarchy",10,30,1065
-1.01177289022965,"a","MCMC","Single Hierarchy",10,30,1065
-5.11901290381001,"d","MCMC","Single Hierarchy",10,30,1065
-1.08627519570711,"a","VB-Offline","Finite Mixture",10,1,1065
-0.990950470858489,"d","VB-Offline","Finite Mixture",10,1,1065
-1.08627519570711,"a","VB-Stream","Finite Mixture",10,1,1065
-0.990950470858489,"d","VB-Stream","Finite Mixture",10,1,1065
-1.47068380707469,"a","MCMC","Finite Mixture",10,1,1065
-1.2449659783481,"d","MCMC","Finite Mixture",10,1,1065
-1.05405729870789,"a","VB-Offline","Finite Mixture",10,2,1065
-1.04853414406458,"d","VB-Offline","Finite Mixture",10,2,1065
-1.05405729870789,"a","VB-Stream","Finite Mixture",10,2,1065
-1.04853414406458,"d","VB-Stream","Finite Mixture",10,2,1065
-1.4600021201661,"a","MCMC","Finite Mixture",10,2,1065
-1.30100477607417,"d","MCMC","Finite Mixture",10,2,1065
-1.35918534890069,"a","VB-Offline","Finite Mixture",10,3,1065
-1.11789189524807,"d","VB-Offline","Finite Mixture",10,3,1065
-1.35918534890069,"a","VB-Stream","Finite Mixture",10,3,1065
-1.11789189524807,"d","VB-Stream","Finite Mixture",10,3,1065
-3.03640087169995,"a","MCMC","Finite Mixture",10,3,1065
-1.57603305680634,"d","MCMC","Finite Mixture",10,3,1065
-1.23215250327774,"a","VB-Offline","Finite Mixture",10,4,1065
-1.25034102885838,"d","VB-Offline","Finite Mixture",10,4,1065
-1.23215250327774,"a","VB-Stream","Finite Mixture",10,4,1065
-1.25034102885838,"d","VB-Stream","Finite Mixture",10,4,1065
-2.45617342862677,"a","MCMC","Finite Mixture",10,4,1065
-1.7599374682157,"d","MCMC","Finite Mixture",10,4,1065
-1.36086637643958,"a","VB-Offline","Finite Mixture",10,5,1065
-1.27802266968555,"d","VB-Offline","Finite Mixture",10,5,1065
-1.36086637643958,"a","VB-Stream","Finite Mixture",10,5,1065
-1.27802266968555,"d","VB-Stream","Finite Mixture",10,5,1065
-2.6257759735308,"a","MCMC","Finite Mixture",10,5,1065
-1.45756485997337,"d","MCMC","Finite Mixture",10,5,1065
-1.07567470321481,"a","VB-Offline","Finite Mixture",10,6,1065
-1.361140187966,"d","VB-Offline","Finite Mixture",10,6,1065
-1.07567470321481,"a","VB-Stream","Finite Mixture",10,6,1065
-1.361140187966,"d","VB-Stream","Finite Mixture",10,6,1065
-0.952713516954098,"a","MCMC","Finite Mixture",10,6,1065
-1.46518638560215,"d","MCMC","Finite Mixture",10,6,1065
-1.24186687572169,"a","VB-Offline","Finite Mixture",10,7,1065
-1.45807898728476,"d","VB-Offline","Finite Mixture",10,7,1065
-1.24186687572169,"a","VB-Stream","Finite Mixture",10,7,1065
-1.45807898728476,"d","VB-Stream","Finite Mixture",10,7,1065
-1.48962213711448,"a","MCMC","Finite Mixture",10,7,1065
-1.44313008841782,"d","MCMC","Finite Mixture",10,7,1065
-1.25768463584037,"a","VB-Offline","Finite Mixture",10,8,1065
-1.44488524344262,"d","VB-Offline","Finite Mixture",10,8,1065
-1.25768463584037,"a","VB-Stream","Finite Mixture",10,8,1065
-1.44488524344262,"d","VB-Stream","Finite Mixture",10,8,1065
-1.33620265565171,"a","MCMC","Finite Mixture",10,8,1065
-1.06291808194149,"d","MCMC","Finite Mixture",10,8,1065
-1.15300645628294,"a","VB-Offline","Finite Mixture",10,9,1065
-1.59741002072903,"d","VB-Offline","Finite Mixture",10,9,1065
-1.15300645628294,"a","VB-Stream","Finite Mixture",10,9,1065
-1.59741002072903,"d","VB-Stream","Finite Mixture",10,9,1065
-1.01699620989957,"a","MCMC","Finite Mixture",10,9,1065
-1.91964980989537,"d","MCMC","Finite Mixture",10,9,1065
-1.29705819692601,"a","VB-Offline","Finite Mixture",10,10,1065
-1.72673406890668,"d","VB-Offline","Finite Mixture",10,10,1065
-1.29705819692601,"a","VB-Stream","Finite Mixture",10,10,1065
-1.72673406890668,"d","VB-Stream","Finite Mixture",10,10,1065
-1.74207579410497,"a","MCMC","Finite Mixture",10,10,1065
-4.38745797360191,"d","MCMC","Finite Mixture",10,10,1065
-1.62461775957404,"a","VB-Offline","Finite Mixture",10,11,1065
-1.63629080331131,"d","VB-Offline","Finite Mixture",10,11,1065
-1.62461775957404,"a","VB-Stream","Finite Mixture",10,11,1065
-1.63629080331131,"d","VB-Stream","Finite Mixture",10,11,1065
-3.32418787078865,"a","MCMC","Finite Mixture",10,11,1065
-1.44281522453415,"d","MCMC","Finite Mixture",10,11,1065
-1.44734693593541,"a","VB-Offline","Finite Mixture",10,12,1065
-1.85913989407015,"d","VB-Offline","Finite Mixture",10,12,1065
-1.44734693593541,"a","VB-Stream","Finite Mixture",10,12,1065
-1.85913989407015,"d","VB-Stream","Finite Mixture",10,12,1065
-2.39208148187183,"a","MCMC","Finite Mixture",10,12,1065
-4.4539776797046,"d","MCMC","Finite Mixture",10,12,1065
-1.64910002460615,"a","VB-Offline","Finite Mixture",10,13,1065
-2.12141703474995,"d","VB-Offline","Finite Mixture",10,13,1065
-1.64910002460615,"a","VB-Stream","Finite Mixture",10,13,1065
-2.12141703474995,"d","VB-Stream","Finite Mixture",10,13,1065
-3.29559378564897,"a","MCMC","Finite Mixture",10,13,1065
-14.9138604832292,"d","MCMC","Finite Mixture",10,13,1065
-1.28805410691377,"a","VB-Offline","Finite Mixture",10,14,1065
-2.32697703763249,"d","VB-Offline","Finite Mixture",10,14,1065
-1.28805410691377,"a","VB-Stream","Finite Mixture",10,14,1065
-2.32697703763249,"d","VB-Stream","Finite Mixture",10,14,1065
-1.38510522936891,"a","MCMC","Finite Mixture",10,14,1065
-22.249547916971,"d","MCMC","Finite Mixture",10,14,1065
-1.20159860712211,"a","VB-Offline","Finite Mixture",10,15,1065
-2.26382634602985,"d","VB-Offline","Finite Mixture",10,15,1065
-1.20159860712211,"a","VB-Stream","Finite Mixture",10,15,1065
